"phase_id","filename","title","region","topic","document_type","primary_verdict","secondary_verdicts","historical_status","canonical","superseded_by","predecessor","successor","markdown_path","companion_csv_path","commit","created_or_recorded_date","runtime_or_static","gameplay_changed","current_relevance","summary","notes"
"HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST","HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST.md","HOTFIX-5C2E4C1T â€” Validation runtime finale du noyau Madras de lâ€™option 2.c","india","sepoy","RUNTIME_TEST","PASS_C1_FIX_RUNTIME_PARTIAL_UI;BLOCKED_DUPLICATE_MODS_ENABLED;FAIL_C1_FIX_INVALID_TRANSFER;PASS_RADICALS_DEEP;FAIL_C1_FIX_RADICAL_SCOPE","PASS_C1_FIX_RUNTIME_PARTIAL_UI;BLOCKED_DUPLICATE_MODS_ENABLED;HOTFIX_5C2E4C1T_C1_FIX_PRE_2C_1776_01_03;FAIL_C1_FIX_INVALID_TRANSFER;PASS_RADICALS_DEEP;FAIL_C1_FIX_RADICAL_SCOPE;HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST;HOTFIX_5C2E4C1T_C1_FIX_RUNTIME_RESULTS","FINAL","true","","HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX.md","HOTFIX_5C2E4C1U_SEPOY_E1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1T_C1_FIX_RUNTIME_RESULTS.csv","5565a75b24876fe831c9d46c9f5a17444b5c3d41","2026-07-20T05:35:10Z","runtime","false","canonical/current","Le test C-1 corrigé a été exécuté dans une seule session BIC avec la seule copie jetable active. La préparation transfère `xABADB1` de FRA à BIC. Après sélection manuelle exclusive de `sepoy_mutiny_events.2.c`, la boucle termine et BIC conserve réellement la province dans le region state 473. PUD reste à 24 provinces, DENNOR conserve `x10B060`, BIC reste le pays joué et COO/JEY deviennent indépendants. La preuve profonde est immédiate : la somme `loyalists_and_radicals` des pops hindoues et sunnites de Madras BIC passe de `-0.02425` à `-0.24683`, delta `-0.22258`, exactement égal à la hausse de `radicals_increase` BIC, de `0.03263` à `0.25521`. `population_radicals`, `trend_radicals` et l’UI restent à leur baseline. Verdict : **PASS_C1_FIX_RUNTIME_PARTIAL_UI**.","Historical report moved without content change"
"HOTFIX_5C2E4C1U_SEPOY_E1_STATIC_SETUP","HOTFIX_5C2E4C1U_SEPOY_E1_STATIC_SETUP.md","1. RÃ©sumÃ©","india","sepoy","CORRECTION_REPORT","READY_FOR_E1_RUNTIME_TEST","HOTFIX_5C2E4C1U_E1_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST.md","HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1U_SEPOY_E1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1U_E1_HARNESS_MANIFEST.csv","f7b2bf37d5dea8f1000d19f96eb2d6f6abee0e1f","2026-07-20T08:47:27Z","static","true","supporting reference","La phase statique E-1 prépare, dans la copie jetable seulement, une portion réelle de `STATE_BOMBAY` détenue par BIC tout en conservant la portion BIC existante de `STATE_WEST_BENGAL`. La portion portugaise d’une province est transférée par une unique mutation, puis reçoit les deux appels de baseline radicale à 1 %. Aucun filtre de `sepoy_mutiny_events.2.e` n’est modifié. Verdict : `READY_FOR_E1_RUNTIME_TEST`.","Historical report moved without content change"
"HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST","HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST.md","1. RÃ©sumÃ©","india","sepoy","RUNTIME_TEST","FAIL_E1_BOMBAY_CORE_LOST;FAIL_E1_RADICAL_SCOPE;FAIL_E1_RADICAL_EFFECT;FAIL_E1_LOOP","FAIL_E1_BOMBAY_CORE_LOST;WEST_BENGAL_LOST;HOTFIX_5C2E4C1V_E1_PRE_2E_1776_01_03;FAIL_E1_RADICAL_SCOPE;FAIL_E1_RADICAL_EFFECT;FAIL_E1_LOOP;HOTFIX_5C2E4C1V_E1_POST_2E_IMMEDIATE_1776_01_03;HOTFIX_5C2E4C1V_E1_POST_2E_TICK2_1776_01_05;HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST;HOTFIX_5C2E4C1V_E1_RUNTIME_RESULTS","FAILED_TEST","false","HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","HOTFIX_5C2E4C1U_SEPOY_E1_STATIC_SETUP.md","HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1V_E1_RUNTIME_RESULTS.csv","632e542393f42f7585a4a1158a02d4f4616ab71d","2026-07-21T23:47:57+02:00","runtime","false","historical evidence","Le scénario E-1 a été exécuté dans une seule session Victoria 3. La préparation POR → BIC, l’ouverture manuelle de `sepoy_mutiny_events.2`, la sélection exclusive de 2.e, la terminaison de la boucle et l’indépendance de COO/JEY sont nominales. En revanche, la boucle générique redistribue le noyau de retraite : `x51F0A0` quitte BIC pour KHP et le region state Bombay BIC devient vide. La portion BIC de West Bengal est aussi transférée à COO. Verdict : `FAIL_E1_BOMBAY_CORE_LOST / WEST_BENGAL_LOST`.","Historical report moved without content change"
"HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX","HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX.md","1. RÃ©sumÃ©","india","sepoy","CORRECTION_REPORT","READY_FOR_E1_FIX_RUNTIME_TEST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED","WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX;HOTFIX_5C2E4C1W_E1_FIX_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1V_SEPOY_E1_RUNTIME_TEST.md","HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1W_E1_FIX_MANIFEST.csv","5ca1b502e27de9d635af707c913916e3355ed8b6","2026-07-22T00:31:37+02:00","static","true","supporting reference","La phase C1W corrige minimalement la redistribution générique de `sepoy_mutiny_events.2.e`. Toute portion de `STATE_BOMBAY` encore possédée par BIC est désormais exclue à la fois de la garde du `while` et du `random_scope_state`. Le diff gameplay contient exactement six lignes ajoutées et aucune suppression. West Bengal reste entièrement inchangé et hors du périmètre correctif. Verdict : `READY_FOR_E1_FIX_RUNTIME_TEST`.","Historical report moved without content change"
"HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST","HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST.md","1. RÃ©sumÃ©","india","sepoy","RUNTIME_TEST","FAIL_E1_FIX_RADICAL_BASELINE;FAIL_E1_FIX_RADICAL_EFFECT;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;FAIL_E1_FIX_RUNTIME_ERROR;PASS_BOMBAY_TERRITORIAL;PASS_LOOP;PASS_SUBJECTS","FAIL_E1_FIX_RADICAL_BASELINE;WEST_BENGAL_LOST;FAIL_E1_FIX_RADICAL_EFFECT;HOTFIX_5C2E4C1X_E1_FIX_PRE_2E_1776_01_03;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;FAIL_E1_FIX_RUNTIME_ERROR;PASS_BOMBAY_TERRITORIAL;PASS_LOOP;PASS_SUBJECTS;HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST;HOTFIX_5C2E4C1X_E1_FIX_RUNTIME_RESULTS","FAILED_TEST","false","","HOTFIX_5C2E4C1W_E1_BOMBAY_CORE_FIX.md","HOTFIX_5C2E4C1Y_E1_RADICAL_FORENSIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1X_E1_FIX_RUNTIME_RESULTS.csv","1f25f6aa95d95da839774080689fa0540d622753","2026-07-22T02:33:14+02:00","runtime","false","historical evidence","La correction C1W passe intégralement son objectif territorial Bombay : `x51F0A0` (province interne `39686`) reste à BIC, le region state Bombay BIC 482 reste réel et non vide, KHP ne l’absorbe pas, MARATH/SAT/KHP restent respectivement à 25/10/3 provinces, la boucle termine et BIC reste joué. West Bengal est perdu séparément, sans transformer ce succès territorial en échec. Le volet radical ne passe pas. La sauvegarde pré-2.e ne contient aucune baseline profonde `very_small_radicals` sur la pop hindoue 14727. Après 2.e, `loyalists_and_radicals` ne passe que de zéro à `-0.00001` et `radicals_increase` de zéro à `0.00001`, soit environ une personne au lieu des quelque 7 585 attendues. Verdict principal : **FAIL_E1_FIX_RADICAL_BASELINE / WEST_BENGAL_LOST** ; le même jeu de preuves établit aussi **FAIL_E1_FIX_RADICAL_EFFECT**. Le sous-verdict territorial est PASS.","Historical report moved without content change"
"HOTFIX_5C2E4C1Y_E1_RADICAL_FORENSIC_SETUP","HOTFIX_5C2E4C1Y_E1_RADICAL_FORENSIC_SETUP.md","HOTFIX-5C2E4C1Y â€” Audit mÃ©dico-lÃ©gal et prÃ©paration E1D","india","sepoy","FORENSIC_AUDIT","READY_FOR_E1_RADICAL_DIAGNOSTIC_RUNTIME;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED","HOTFIX_5C2E4C1Y_E1_RADICAL_DIAGNOSTIC_MANIFEST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED","INTERMEDIATE","false","","HOTFIX_5C2E4C1X_SEPOY_E1_FIX_RUNTIME_TEST.md","HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RUNTIME.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Y_E1_RADICAL_FORENSIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Y_E1_RADICAL_DIAGNOSTIC_MANIFEST.csv","c579c2a4869c8c582b025ed238db67445f3b4222","2026-07-22T03:39:11+02:00","static","false","supporting reference","L’échec radical C1X est confirmé, mais sa cause racine n’est pas prouvée. Le transfert territorial Bombay corrigé par C1W fonctionne; la seule pop hindoue ciblée reste toutefois à une variation de `-0.00001`, contre environ `-0.07585` attendu. Les contrôles réussis C1T et C1P démontrent que l’API et `large_radicals` fonctionnent dans la même installation. Un harnais différentiel E1D, sans transfert ni appel Sepoy, a donc été ajouté uniquement à la copie jetable. Verdict : **READY_FOR_E1_RADICAL_DIAGNOSTIC_RUNTIME**.","Historical report moved without content change"
"HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RUNTIME","HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RUNTIME.md","HOTFIX-5C2E4C1Z â€” Diagnostic runtime diffÃ©rentiel E1D","india","sepoy","RUNTIME_TEST","INCONCLUSIVE_E1_RADICAL_DIAGNOSTIC;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;C1X_RADICAL_FAILURE_NON_REPRODUCIBLE","WEST_BENGAL_LOST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;HOTFIX_5C2E4C1Z_E1D_BASE;BOMBAY_PRESERVED;HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RUNTIME;HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RESULTS","INCONCLUSIVE","false","HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","HOTFIX_5C2E4C1Y_E1_RADICAL_FORENSIC_SETUP.md","","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RUNTIME.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Z_E1_RADICAL_DIAGNOSTIC_RESULTS.csv","320acfe4eafd7ed2b7ccbee7112e2a54fd9379b9","2026-07-22T15:57:33+02:00","runtime","false","historical evidence","Verdict : `INCONCLUSIVE_E1_RADICAL_DIAGNOSTIC`, avec `WEST_BENGAL_LOST` et `WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED`. Le contrôle direct `SMALL_BOMBAY` a produit immédiatement un signal matériel (`-0,00909` → `-0,01742`, delta `-0,00833`). Le contrôle West Bengal a chargé et exécuté les deux script values avec des effets matériels immédiats. L’option réelle 2.e a conservé Bombay et sa pop hindoue, et cette pop porte un delta immédiat de `-0,07585`. Ces résultats réfutent un échec général du harnais et montrent que Bombay peut recevoir des radicaux. La session ne permet toutefois pas une conclusion causale : le contrôle direct `LARGE_BOMBAY` n’a pas été exécuté/sauvegardé, trois sauvegardes sont mal nommées, et la branche C conserve dans ses pops West Bengal l’empreinte exacte du contrôle `LARGE_WEST_BENGAL`. La branche C n’est donc pas issue de la base radicale commune annoncée. Aucun verdict `ROOT_CAUSE_*_PROVEN` n’est soutenu.","Historical report moved without content change"
"HOTFIX_5A_BIC_STRATEGIC_REGIONS","HOTFIX_5A_BIC_STRATEGIC_REGIONS.md","HOTFIX-5A - Strategic region BIC pour Ryotwari","india","states_and_setup","CORRECTION_REPORT","HOTFIX_5A_BIC_STRATEGIC_REGIONS","","INTERMEDIATE","false","","","HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES.md","docs/reports/hotfix/india/states_and_setup/HOTFIX_5A_BIC_STRATEGIC_REGIONS.md","","8b233d23f0da3cbd8792f87d6a1992de9dfb35f4","2026-07-12T19:13:56Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES","HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES.md","HOTFIX-5C1-AUDIT - Anciennes strategic regions indiennes","india","states_and_setup","STATIC_AUDIT","HOTFIX_5C1_INDIA_REGION_REFERENCE_MAP","HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES","INTERMEDIATE","false","","HOTFIX_5A_BIC_STRATEGIC_REGIONS.md","HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH.md","docs/reports/hotfix/india/states_and_setup/HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES.md","docs/reports/hotfix/india/states_and_setup/HOTFIX_5C1_INDIA_REGION_REFERENCE_MAP.csv","e559efc03021e57317a25d5a9e22632a46a3cef0","2026-07-12T22:20:44Z","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH","HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH.md","HOTFIX-5C2A - References indiennes nord/sud a haute confiance","india","states_and_setup","CORRECTION_REPORT","HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH","","INTERMEDIATE","false","","HOTFIX_5C1_AUDIT_INDIA_REGION_REFERENCES.md","HOTFIX_5C2B_AFGHANISTAN_CENTRAL_ASIA_KRAKATOA.md","docs/reports/hotfix/india/states_and_setup/HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH.md","","3aeb09e4d7cc6007d3f8531bb1b52474fb10d72c","2026-07-12T23:09:41Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2B_AFGHANISTAN_CENTRAL_ASIA_KRAKATOA","HOTFIX_5C2B_AFGHANISTAN_CENTRAL_ASIA_KRAKATOA.md","HOTFIX-5C2B - Afghanistan, Asie centrale et Krakatoa","india","states_and_setup","CORRECTION_REPORT","HOTFIX_5C2B_AFGHANISTAN_CENTRAL_ASIA_KRAKATOA","","INTERMEDIATE","false","","HOTFIX_5C2A_HIGH_CONFIDENCE_NORTH_SOUTH.md","","docs/reports/hotfix/india/states_and_setup/HOTFIX_5C2B_AFGHANISTAN_CENTRAL_ASIA_KRAKATOA.md","","ca595b535e0e194534acd5834a50a63824a39128","2026-07-12T23:51:15Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4_AUDIT_JAPAN_DLC","HOTFIX_4_AUDIT_JAPAN_DLC.md","HOTFIX-4-AUDIT - Japon DLC / Sakoku / Tenpo / Ryukyu / Hokkaido","japan","japan","STATIC_AUDIT","HOTFIX_4_AUDIT_JAPAN_DLC","","REFERENCE","false","","","HOTFIX_4A_RYUKYU_RIVALRY.md","docs/reports/hotfix/japan/HOTFIX_4_AUDIT_JAPAN_DLC.md","","6dde0808065a782bc16747126ef704794b1b7ce5","2026-07-11T03:09:03+02:00","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4A_RYUKYU_RIVALRY","HOTFIX_4A_RYUKYU_RIVALRY.md","HOTFIX-4A - Ryukyu Rivalry","japan","japan","CORRECTION_REPORT","HOTFIX_4A_RYUKYU_RIVALRY","","INTERMEDIATE","false","","HOTFIX_4_AUDIT_JAPAN_DLC.md","HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN.md","docs/reports/hotfix/japan/HOTFIX_4A_RYUKYU_RIVALRY.md","","b6bc9892d5fcba141266a013282afa847c7c0cc8","2026-07-11T03:25:32+02:00","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN","HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN.md","HOTFIX-4B - Hokkaido / Ezo / Sakhalin","japan","japan","CORRECTION_REPORT","HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN","","INTERMEDIATE","false","","HOTFIX_4A_RYUKYU_RIVALRY.md","HOTFIX_4C_IWAKURA_MISSION.md","docs/reports/hotfix/japan/HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN.md","","e5b3aea31d4b1ca3301ca7451f3ac152119631e1","2026-07-11T04:11:55+02:00","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4C_IWAKURA_MISSION","HOTFIX_4C_IWAKURA_MISSION.md","HOTFIX-4C - Iwakura Mission","japan","japan","CORRECTION_REPORT","HOTFIX_4C_IWAKURA_MISSION","","INTERMEDIATE","false","","HOTFIX_4B_HOKKAIDO_EZO_SAKHALIN.md","HOTFIX_4D_ZAIBATSU.md","docs/reports/hotfix/japan/HOTFIX_4C_IWAKURA_MISSION.md","","342a87bf196523172faa96168618032a7776bdf9","2026-07-11T04:29:47+02:00","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4D_ZAIBATSU","HOTFIX_4D_ZAIBATSU.md","HOTFIX-4D - Zaibatsu","japan","japan","CORRECTION_REPORT","HOTFIX_4D_ZAIBATSU","","INTERMEDIATE","false","","HOTFIX_4C_IWAKURA_MISSION.md","HOTFIX_4E_AUDIT_TENPO_SAKOKU.md","docs/reports/hotfix/japan/HOTFIX_4D_ZAIBATSU.md","","ea3905e82388c4ff5ab6f5c21fd49b0442eaf6f7","2026-07-11T11:50:17+02:00","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E_AUDIT_TENPO_SAKOKU","HOTFIX_4E_AUDIT_TENPO_SAKOKU.md","HOTFIX-4E-AUDIT - Tenpo / Sakoku","japan","japan","STATIC_AUDIT","HOTFIX_4E_AUDIT_TENPO_SAKOKU","","REFERENCE","false","","HOTFIX_4D_ZAIBATSU.md","HOTFIX_4E1_SAKOKU_ISOLATED_FIXES.md","docs/reports/hotfix/japan/HOTFIX_4E_AUDIT_TENPO_SAKOKU.md","","2eab1813df1d797f7fc44caa86ec973c1d3ec648","2026-07-11T12:21:36+02:00","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E1_SAKOKU_ISOLATED_FIXES","HOTFIX_4E1_SAKOKU_ISOLATED_FIXES.md","HOTFIX-4E1 - Corrections Sakoku isolees","japan","japan","CORRECTION_REPORT","HOTFIX_4E1_SAKOKU_ISOLATED_FIXES","","INTERMEDIATE","false","","HOTFIX_4E_AUDIT_TENPO_SAKOKU.md","HOTFIX_4E2_MORRISON_OPTION_C.md","docs/reports/hotfix/japan/HOTFIX_4E1_SAKOKU_ISOLATED_FIXES.md","","428a9490f948828391e145fe000044e476650c56","2026-07-11T19:39:13Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E2_MORRISON_OPTION_C","HOTFIX_4E2_MORRISON_OPTION_C.md","HOTFIX-4E2 - Presentation de l'option C de l'incident Morrison","japan","japan","CORRECTION_REPORT","HOTFIX_4E2_MORRISON_OPTION_C","","INTERMEDIATE","false","","HOTFIX_4E1_SAKOKU_ISOLATED_FIXES.md","HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS.md","docs/reports/hotfix/japan/HOTFIX_4E2_MORRISON_OPTION_C.md","","d5da705a581a7495aa179a61e384480de4a575e0","2026-07-11T19:50:19Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS","HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS.md","HOTFIX-4E3 - Effets communs de sortie Sakoku","japan","japan","CORRECTION_REPORT","HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS","","INTERMEDIATE","false","","HOTFIX_4E2_MORRISON_OPTION_C.md","HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE.md","docs/reports/hotfix/japan/HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS.md","","7dd6afab9931e0d2f17aa6bcb6eee2c208cb2ac8","2026-07-11T19:59:40Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE","HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE.md","HOTFIX-4E4 - Pont Opium Wars / Tenpo","japan","japan","CORRECTION_REPORT","HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE","","INTERMEDIATE","false","","HOTFIX_4E3_SAKOKU_COMMON_EXIT_EFFECTS.md","HOTFIX_4E5_JAPAN_FINAL_VALIDATION.md","docs/reports/hotfix/japan/HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE.md","","0552e8c1958603d7c9e0d4ac46c3f63ff2901e7f","2026-07-11T20:21:14Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E5_JAPAN_FINAL_VALIDATION","HOTFIX_4E5_JAPAN_FINAL_VALIDATION.md","HOTFIX-4E5 - Validation finale Japon 1776","japan","japan","CORRECTION_REPORT","HOTFIX_4E5_JAPAN_FINAL_VALIDATION","","INTERMEDIATE","false","","HOTFIX_4E4_OPIUM_WARS_TENPO_BRIDGE.md","HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS.md","docs/reports/hotfix/japan/HOTFIX_4E5_JAPAN_FINAL_VALIDATION.md","","f5eac829cb257a8c83cef8da8a8757928aad670d","2026-07-11T21:07:58Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS","HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS.md","HOTFIX-4E7-AUDIT - Gouvernements EZO","japan","japan","STATIC_AUDIT","HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS","","REFERENCE","false","","HOTFIX_4E5_JAPAN_FINAL_VALIDATION.md","HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE.md","docs/reports/hotfix/japan/HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS.md","","48473432af7db98ade1c4267c87532e6ab7a00b6","2026-07-11T21:47:22Z","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE","HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE.md","HOTFIX-4E8 - Correction de la condition EZO pour Hokkaido","japan","japan","CORRECTION_REPORT","HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE","","CURRENT","false","","HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS.md","README.md","docs/reports/hotfix/japan/HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE.md","","2228ce873cab344c29f45c0b2f97721227e87a67","2026-07-11T21:56:37Z","static","true","canonical/current","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"INDEX","README.md","Japon â€” HOTFIX-4","japan","japan","INDEX","HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE","HOTFIX_4_AUDIT_JAPAN_DLC;HOTFIX_4E_AUDIT_TENPO_SAKOKU;HOTFIX_4E7_AUDIT_EZO_GOVERNMENTS","CURRENT","false","","HOTFIX_4E8_FIX_EZO_HOKKAIDO_GATE.md","","docs/reports/hotfix/japan/README.md","","CURRENT_WORKTREE","2026-07-22","static","false","canonical/current","Navigation index for the reorganized hotfix report library.","Created during AH"
"HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS","HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","HOTFIX-3-AUDIT - Iraq / Iran / Ottomans","mamluk_iraq","mamluk_iraq","STATIC_AUDIT","HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS","","REFERENCE","false","","","HOTFIX_3A_IMPORT_IR1_BASE.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","","7cc8068ed5a056359388fac46a58f5c10b2c8358","2026-07-11T00:24:32+02:00","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_3A_IMPORT_IR1_BASE","HOTFIX_3A_IMPORT_IR1_BASE.md","HOTFIX-3A - Import base IR1 / Mamluk Iraq","mamluk_iraq","mamluk_iraq","CORRECTION_REPORT","HOTFIX_3A_IMPORT_IR1_BASE","","INTERMEDIATE","false","","HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","HOTFIX_3B_ACTIVATE_IR1_TERRITORY.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3A_IMPORT_IR1_BASE.md","","9922ed021fdd5d80e846d951053cd6a5ccfad307","2026-07-11T00:41:18+02:00","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
