"tag","cleanup2c1_status","runtime_observation","name_problem","title_problem","company_problem","hotfix_action","exact_character_after_hotfix","exact_title_after_hotfix","government_after_hotfix","company_cadre_after_hotfix","deferred_status","files_touched","static_validation","notes"
"JMB","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","IDENTITY_CHRONOLOGY_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","Available ruler lists conflict over whether Ahmad Zainuddin Anom or Sultan Masud Badaruddin held the throne in 1776."
"JOH","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Mahmud Riayat Shah III","Sultan","gov_cleanup2c1_joh","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He reigned 1761–1812."
"KTI","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Aji Kado","Sultan","gov_cleanup2c1_kti","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Local chronologies place Aji Kado before Aji Imbut, whose accession is around 1780."
"LAN","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","MAP_POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","Lanfang is generally dated to 1777, after the scenario start."
"LUA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Surinyavong II","King","gov_cleanup2c1_lua","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Surinyavong II ruled from 1771; the kingdom was under Burmese influence before later Siamese subordination."
"MGD","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Pahar Ud-Din","Sultan","gov_cleanup2c1_mgd","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler lists place Pahar Ud-Din in office 1755–1780."
"PHI","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Simón de Anda y Salazar","Governor-General of the Philippines","gov_cleanup2c1_phi","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","De Anda governed from 1770 until 30 October 1776. Published birth years conflict, so the MASTER deliberately omits a precise age."
"PON","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Syarif Abdurrahman Alkadrie","Sharif","gov_cleanup2c1_pon","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Pontianak was founded in 1771; local traditions place formal coronation as Sultan in 1778."
"PRK","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Alauddin Mansur Shah Iskandar Muda","Sultan","gov_cleanup2c1_prk","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled 1773–1786."
"SAK","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Muhammad Ali Abdul Jalil Muazzam Shah","Sultan","gov_cleanup2c1_sak","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Common ruler chronologies place Muhammad Ali in office during 1776, although exact accession-year presentations vary."
"SEL","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Salahuddin Shah","Sultan","gov_cleanup2c1_sel","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Raja Lumu, styled Sultan Salahuddin Shah, remained ruler until 1778."
"SHS","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","The Shan States were a collection of principalities, not one sovereign state in 1776."
"SIA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Displayed as Taksin Rabibadhana; generated surname appended.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Taksin","King","gov_cleanup2c1_sia","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Taksin ruled 1767–1782."
"SMB","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Umar Akamuddin II","Sultan","gov_cleanup2c1_smb","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler chronologies place Umar Akamuddin II in office 1764–1786."
"SRK","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Displayed as Sunan Pakubuwono III Salihin instead of Pakubuwono III, Susuhunan.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Pakubuwono III","Susuhunan","gov_cleanup2c1_srk","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Pakubuwono III reigned 1749/1755–1788 depending institutional dating; unquestionably held Surakarta in 1776."
"STG","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Abdurrahman Muhammad Jalaluddin","Sultan","gov_cleanup2c1_stg","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler lists place Sultan Abdurrahman Muhammad Jalaluddin in office 1738–1786."
"SUL","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Mohammad Israel","Sultan","gov_cleanup2c1_sul","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Mohammad Israel is listed as Sultan from 1773 to 1778."
"TID","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Jamaluddin","Sultan","gov_cleanup2c1_tid","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Jamaluddin ruled 1757–1779."
"YOG","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Displayed as Hamengkubuwono I Alaeddin; generated surname appended.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Hamengkubuwono I","Sultan","gov_cleanup2c1_yog","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled from the 1755 establishment of Yogyakarta until 1792."
"DUR","CORRECTED_AND_IMPLEMENTED","Displayed as Emperor Timur Shah Durrani Babaian instead of Timur Shah Durrani, Shah.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Timur Shah Durrani","Shah","gov_cleanup2c1_dur","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/dur.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Timur succeeded Ahmad Shah in 1772 and reigned until 1793."
"IR1","CORRECTED_AND_IMPLEMENTED","Displayed as Omar Pasha Razikashvili; generated surname appended.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Omar Pasha","Pasha","gov_cleanup2c1_ir1","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/ir1 - mamluk iraq.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Omar Pasha held Baghdad from 1762 into 1776; sources do not support inventing an exact birth date."
"BIC","VERIFIED_AND_NARROWLY_REPRESENTED","Random company cadre Alasdair Arnott displayed; the forced Warren Hastings country-ruler workaround did not control the corporate layer.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES -- obsolete forced company government architecture","YES -- forced country ruler/custom government did not control the native company executive pool","Removed direct country-ruler/custom-government workaround; registered a guaranteed historical candidate in the native company executive pool with company + executive_usage.","John Harrison","Chairman of the East India Company / Chairman of the Court of Directors","gov_chartered_company (native Victoria 3 1.13)","John Harrison -- historical executive candidate for company_east_india_company","NOT_DEFERRED","common/character_templates/country_bic.txt; common/history/characters/bic - british india.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","John Harrison represents the 1775-1776 central EIC corporate chair. Warren Hastings remains historically relevant to territorial administration in India but is not forced into the company executive/country-ruler slot."
