tech_id,tech_name,localization_description,category,vanilla_era,technology_definition_file,icon,icon_exists,shared_icon,name_localization_exists,description_localization_exists,name_localization_source,description_localization_source,localization_validation,vanilla_prerequisites,vanilla_ai_weight,ai_weight_class,vanilla_direct_modifiers,scripted_modifiers_or_effects,other_direct_properties,can_research,unlock_count,unlock_summary,reference_count,reference_summary,current_mod_status,definition_delta,prerequisite_delta,modifier_delta,unlock_delta,ai_weight_delta,localization_delta,historical_concept,historical_window_estimate,early_tree_relevance,best_matching_v1_branch,best_matching_v1_node,secondary_matching_nodes,overlap_class,primary_action,secondary_actions,recommended_target_era,recommended_prerequisite_changes,recommended_unlock_changes,historical_problem,gameplay_problem,duplication_problem,implementation_risk,hardcoded_or_engine_sensitive,naval_great_wave_dependency,defer_to_tech_1b,regionalization_candidate,ai_weight_rework_risk,confidence,notes,source_definition_file
paddle_steamer,Paddle Steamer,"The paddle steamer is a steam powered watercraft, where the steam is used to turn paddles that pushes the ship through the water.",Military,era_1,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/paddle_steamer.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:333,localization/english/inventions_l_english.yml:334,OK,admiralty,value = 1 if = { limit = { navy_size >= 20 } add = 0.5 },MILITARY_CONDITIONAL,ship_hull_damage_mult=0.05;ship_crew_damage_mult=0.05,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,3,LOCALIZATION_ONLY=2; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Paddle Steam Navigation; The paddle steamer is a steam powered watercraft, where the steam is used to turn paddles that pushes the ship through the water.",~1800–1824,DIRECT_1700_1836,Military V1,paddle_steam_navigation,NONE,EXACT,RETIME,REWIRE,ERA V,Rewire toward V1 prerequisite logic: scientific_naval_architecture,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"3 indexed relations and 3 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with paddle_steam_navigation: Same early steam-navigation transition.,VERY_HIGH,YES,YES,YES,NO,YES,HIGH,Same early steam-navigation transition.,common/technology/technologies/20_military.txt:193
standing_army,Standing Army,The complex challenges of foreign policy and domestic unrest can no longer be dealt with by hastily-mustered militias. Modern times require a military ready at all times to act.,Military,era_1,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/standing_army.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:555,localization/english/inventions_l_english.yml:556,OK,ROOT,value = 3,STATIC,NONE,NONE,NONE,yes(default),3,buildings=1; combat_unit_types=1; decrees=1,12,BUILDING_REQUIREMENT=1; EVENT_EFFECT=4; LOCALIZATION_ONLY=2; PREREQUISITE=3; UNIT_REQUIREMENT=1; UNLOCK=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,Corps Organization; The complex challenges of foreign policy and domestic unrest can no longer be dealt with by hastily-mustered militias. Modern times require a military ready at all times to act.,~1800–1824,DIRECT_1700_1836,Military V1,corps_organization,permanent_engineer_services;military_supply_services,V1_BROADER,REWIRE,NONE,ERA V,Rewire toward V1 prerequisite logic: horse_artillery; permanent_engineer_services,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,"6 indexed relations and 12 occurrences make REWIRE an integration task, not a label-only edit.",V1_BROADER overlap with corps_organization: Standing armies are an institutional baseline; V1 models later services.,MEDIUM,NO,NO,NO,NO,NO,MEDIUM,Standing armies are an institutional baseline; V1 models later services.,common/technology/technologies/20_military.txt:3
field_works,Field Works,Field works is modifying the terrain where the battle is held thus giving soldiers greater protection.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/field_works.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:210,localization/english/inventions_l_english.yml:211,OK,napoleonic_warfare,value = 1,STATIC,unit_army_defense_mult=0.1,NONE,NONE,yes(default),1,production_methods=1,5,EVENT_EFFECT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; TRIGGER=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,Field Engineering & Pontoon Trains; Field works is modifying the terrain where the battle is held thus giving soldiers greater protection.,~1800–1824,DIRECT_1700_1836,Military V1,field_engineering_pontoon_trains,casemated_fortifications,STRONG,REWIRE,NONE,ERA V,Rewire toward V1 prerequisite logic: permanent_engineer_services; military_supply_services,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"2 indexed relations and 5 occurrences make REWIRE an integration task, not a label-only edit.","STRONG overlap with field_engineering_pontoon_trains: Same engineering family, with field/permanent works split.",MEDIUM,NO,NO,NO,NO,NO,MEDIUM,"Same engineering family, with field/permanent works split.",common/technology/technologies/20_military.txt:220
general_staff,General Staff,"Having a set of officers to act as a conduit between the high command and the troops themselves, allows for greater communication and effectiveness.",Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/general_staff.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:232,localization/english/inventions_l_english.yml:233,OK,army_reserves,value = 2,STATIC,NONE,NONE,NONE,yes(default),6,combat_unit_types=1; laws=2; production_methods=2; treaty_articles=1,43,EVENT_EFFECT=2; LAW_REQUIREMENT=2; LOCALIZATION_ONLY=2; PM_REQUIREMENT=2; PREREQUISITE=2; TRIGGER=3; UNIT_REQUIREMENT=1; UNLOCK=1; VISIBILITY=28,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"Professional General Staff; Having a set of officers to act as a conduit between the high command and the troops themselves, allows for greater communication and effectiveness.",~1825–1836,DIRECT_1700_1836,Military V1,professional_general_staff,NONE,EXACT,RETIME,REWIRE,ERA VI,Rewire toward V1 prerequisite logic: corps_organization; military_topographic_surveying; military_supply_services,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"8 indexed relations and 43 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with professional_general_staff: Same professional general-staff institution.,HIGH,NO,NO,NO,NO,NO,HIGH,Same professional general-staff institution.,common/technology/technologies/20_military.txt:351
hydraulic_cranes,Hydraulic Cranes,Cranes powered by water pressure are vastly stronger than earlier stationary cranes. Their strength and efficiency can greatly increase the flow of goods in and out of commercial ports.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/hydraulic_cranes.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:246,localization/english/inventions_l_english.yml:247,OK,drydocks,value = 1 if = { limit = { navy_size >= 5 } add = 0.5 },MILITARY_CONDITIONAL,NONE,NONE,NONE,yes(default),3,company_types=2; production_methods=1,8,COMPANY_REQUIREMENT=4; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,Mechanized Naval Dockyards; Cranes powered by water pressure are vastly stronger than earlier stationary cranes. Their strength and efficiency can greatly increase the flow of goods in and out of commercial ports.,~1800–1824,DIRECT_1700_1836,Military V1,mechanized_naval_dockyards,NONE,STRONG,RETIME,REWIRE,ERA V,Rewire toward V1 prerequisite logic: scientific_naval_architecture; state_dockyard_systems,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"4 indexed relations and 8 occurrences make RETIME an integration task, not a label-only edit.",STRONG overlap with mechanized_naval_dockyards: Same dockyard mechanization/logistics family.,VERY_HIGH,YES,YES,YES,NO,YES,MEDIUM,Same dockyard mechanization/logistics family.,common/technology/technologies/20_military.txt:411
logistics,Logistics,"The greatest guns in the world don't matter in the slightest if the soldiers equipped with them are too exhausted and hungry to aim, or if the guns themselves have no bullets chambered in them.",Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/logistics_tech.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:563,localization/english/inventions_l_english.yml:564,OK,napoleonic_warfare;army_reserves,value = 1 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 } if = { limit = { has_journal_entry = je_patagonia } add = 5 },OTHER,state_conscription_rate_mult=0.2;country_general_rank_impact_mult=0.2,NONE,NONE,yes(default),2,laws=2,12,LAW_REQUIREMENT=2; LOCALIZATION_ONLY=2; PREREQUISITE=3; TRIGGER=5,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"Military Supply Services; The greatest guns in the world don't matter in the slightest if the soldiers equipped with them are too exhausted and hungry to aim, or if the guns themselves have no bullets chambered in them.",~1800–1824,DIRECT_1700_1836,Military V1,military_supply_services,NONE,EXACT,REPLACE,REWIRE;RETIME,ERA V,Rewire toward V1 prerequisite logic: BASELINE_SUPPLY_SYSTEMS,Transfer indexed unlocks to the replacement after semantic and AI validation.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"7 indexed relations and 12 occurrences make REPLACE an integration task, not a label-only edit.",EXACT overlap with military_supply_services: Same organized supply-services role.,HIGH,NO,NO,NO,NO,YES,HIGH,Same organized supply-services role.,common/technology/technologies/20_military.txt:241
percussion_cap,Percussion Cap,The percussion cap is a single use device which allows firearms to operate reliably in all types of weather.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/percussion_cap.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:337,localization/english/inventions_l_english.yml:338,OK,gunsmithing,value = 2,STATIC,NONE,NONE,NONE,yes(default),2,buildings=1; company_types=1,14,BUILDING_REQUIREMENT=1; COMPANY_REQUIREMENT=2; EVENT_CONDITION=2; EVENT_EFFECT=6; LOCALIZATION_ONLY=2; PREREQUISITE=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=6,NONE,NONE,Percussion Ignition; The percussion cap is a single use device which allows firearms to operate reliably in all types of weather.,~1825–1836,DIRECT_1700_1836,Military V1,percussion_ignition,NONE,EXACT,RETIME,REWIRE,ERA VI,Rewire toward V1 prerequisite logic: armament_standardization_inspection; rifle_troops,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"3 indexed relations and 14 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with percussion_ignition: Same ignition technology.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Same ignition technology.,common/technology/technologies/20_military.txt:313
power_of_the_purse,Power of the Purse,"Power of the Purse gives the ability to make purchases to the captains, allowing for a much more autonomous and effective fleet.",Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/power_of_the_purse.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:359,localization/english/inventions_l_english.yml:360,OK,admiralty,value = 1,STATIC,country_admiral_rank_impact_mult=0.25,NONE,NONE,yes(default),3,combat_unit_types=1; journal_entries=1; production_methods=1,7,EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1; UNIT_REQUIREMENT=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"State Dockyard Systems; Power of the Purse gives the ability to make purchases to the captains, allowing for a much more autonomous and effective fleet.",~1690–1719,DIRECT_1700_1836,Military V1,state_dockyard_systems,NONE,PARTIAL,RENAME,REWIRE,ERA I,Rewire toward V1 prerequisite logic: BASELINE_SHIPBUILDING,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,"5 indexed relations and 7 occurrences make RENAME an integration task, not a label-only edit.",PARTIAL overlap with state_dockyard_systems: Naval fiscal control affects fleets but is not dockyard technology.,MEDIUM,NO,NO,NO,NO,NO,MEDIUM,Naval fiscal control affects fleets but is not dockyard technology.,common/technology/technologies/20_military.txt:391
rifling,Rifling,Rifling is the discovery that by etching spiral grooves into the barrel of a gun it is possible to impart spin on the projectile thus increasing accuracy.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/rifling.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:382,localization/english/inventions_l_english.yml:383,OK,percussion_cap,value = 2 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 },OTHER,NONE,NONE,NONE,yes(default),3,company_types=1; journal_entries=1; production_methods=1,69,COMPANY_REQUIREMENT=2; EVENT_CONDITION=4; EVENT_EFFECT=6; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=2; TRIGGER=2; VISIBILITY=49,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=10,NONE,NONE,Rifle Troops; Rifling is the discovery that by etching spiral grooves into the barrel of a gun it is possible to impart spin on the projectile thus increasing accuracy.,~1800–1824,DIRECT_1700_1836,Military V1,rifle_troops,regulated_small_arms,PARTIAL,REWIRE,NONE,ERA V,Rewire toward V1 prerequisite logic: light_infantry_tactics; armament_standardization_inspection,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,"5 indexed relations and 69 occurrences make REWIRE an integration task, not a label-only edit.","PARTIAL overlap with rifle_troops: Barrel technology and specialized rifle-troop doctrine are related, not identical.",HIGH,NO,NO,NO,NO,NO,MEDIUM,"Barrel technology and specialized rifle-troop doctrine are related, not identical.",common/technology/technologies/20_military.txt:329
screw_frigate,Screw Frigate,The Screw Frigate is the application of screw propeller technology to create faster ships.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/screw_frigate.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:394,localization/english/inventions_l_english.yml:395,OK,paddle_steamer,value = 1 if = { limit = { navy_size >= 20 } add = 0.5 },MILITARY_CONDITIONAL,NONE,NONE,NONE,yes(default),4,company_types=1; journal_entries=1; production_methods=2,16,COMPANY_REQUIREMENT=2; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=2; PREREQUISITE=2; VISIBILITY=6,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,Iron Hull Construction; The Screw Frigate is the application of screw propeller technology to create faster ships.,~1825–1836,CROSS_PERIOD,Military V1,iron_hull_construction,NONE,SAME_UNLOCK_DIFFERENT_CONCEPT,KEEP,NONE,ERA VI,Rewire toward V1 prerequisite logic: scientific_naval_architecture; mechanized_naval_dockyards,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,SAME_UNLOCK_DIFFERENT_CONCEPT overlap with iron_hull_construction: Screw propulsion and iron hulls are distinct despite shared ship effects.,VERY_HIGH,YES,YES,YES,NO,NO,MEDIUM,Screw propulsion and iron hulls are distinct despite shared ship effects.,common/technology/technologies/20_military.txt:366
shell_gun,Shell Gun,The Shell Gun is a remarkable piece of artillery due to the nature of its ammunition. The projectiles themselves are explosive leading to more damage than a simple chunk of metal would.,Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/shell_gun.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:408,localization/english/inventions_l_english.yml:409,OK,artillery,value = 1,STATIC,NONE,NONE,NONE,yes(default),5,company_types=2; production_methods=1; ship_modifications=2,10,COMPANY_REQUIREMENT=4; LOCALIZATION_ONLY=2; NAVAL_DESIGN_REQUIREMENT=2; PM_REQUIREMENT=1; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,Naval Shell Guns; The Shell Gun is a remarkable piece of artillery due to the nature of its ammunition. The projectiles themselves are explosive leading to more damage than a simple chunk of metal would.,~1825–1836,DIRECT_1700_1836,Military V1,naval_shell_guns,NONE,EXACT,RETIME,REWIRE,ERA VI,Rewire toward V1 prerequisite logic: standardized_field_artillery; scientific_naval_architecture,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"6 indexed relations and 10 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with naval_shell_guns: Same naval explosive-shell gun transition.,VERY_HIGH,YES,YES,YES,NO,NO,HIGH,Same naval explosive-shell gun transition.,common/technology/technologies/20_military.txt:298
triage,Triage,"By treating the wounded in regard to the seriousness of their wounds and the likelihood of recovery, it is possible to make a much more effective, emergency care system.",Military,era_2,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/triage.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:449,localization/english/inventions_l_english.yml:450,OK,logistics,value = 1 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 },OTHER,NONE,NONE,NONE,yes(default),2,journal_entries=1; mobilization_options=1,6,EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1; UNIT_REQUIREMENT=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"Battlefield Evacuation; By treating the wounded in regard to the seriousness of their wounds and the likelihood of recovery, it is possible to make a much more effective, emergency care system.",~1800–1824,DIRECT_1700_1836,Military V1,battlefield_evacuation,permanent_military_hospitals,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA V,Rewire toward V1 prerequisite logic: permanent_military_hospitals; military_supply_services,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"3 indexed relations and 6 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with battlefield_evacuation: Evacuation/triage and permanent care are combined.,HIGH,NO,NO,NO,NO,YES,MEDIUM,Evacuation/triage and permanent care are combined.,common/technology/technologies/20_military.txt:276
breech_loading_artillery,Breech-Loading Artillery,"By changing the design to load the shells from a port in the artillery, rather than down the barrel it is possible to make a much more efficient weapons.",Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/breech_loading_artillery.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:120,localization/english/inventions_l_english.yml:121,OK,rifling;shell_gun,value = 1.5 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 },OTHER,NONE,NONE,NONE,yes(default),5,combat_unit_types=1; company_types=1; production_methods=2; ship_modifications=1,24,COMPANY_REQUIREMENT=2; EVENT_CONDITION=13; LOCALIZATION_ONLY=2; NAVAL_DESIGN_REQUIREMENT=1; PM_REQUIREMENT=2; PREREQUISITE=2; TRIGGER=1; UNIT_REQUIREMENT=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=14,NONE,NONE,"By changing the design to load the shells from a port in the artillery, rather than down the barrel it is possible to make a much more efficient weapons.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,VERY_HIGH,YES,YES,YES,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/20_military.txt:536
electric_telegraph,Electric Telegraph,"Through the use of simple electric pulses, messages can be rapidly transmitted through codes across vast distances. Officers in a stuffy office can send commands to armies on the far side of the world instantaneously. What hath God wrought?",Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/electrical_telegraph.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:565,localization/english/inventions_l_english.yml:566,OK,logistics,value = 1 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 },OTHER,country_war_exhaustion_casualties_mult=-0.25,NONE,NONE,yes(default),2,company_types=1; journal_entries=1,15,COMPANY_REQUIREMENT=2; EVENT_CONDITION=5; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=3,NONE,NONE,"Optical Telegraph Networks; Through the use of simple electric pulses, messages can be rapidly transmitted through codes across vast distances. Officers in a stuffy office can send commands to armies on the far side of the world instantaneously. What hath God wrought?",1790s onward,CROSS_PERIOD,Society V1,optical_telegraph_networks,NONE,CROSS_BRANCH,KEEP,NONE,ERA IV,Rewire toward V1 prerequisite logic: periodical_print_networks,Preserve indexed unlocks initially; retime/rewire after dependency review.,Historical dependency crosses the current vanilla category boundary.,No blocking code defect identified; preserve current role pending integration.,"CROSS_BRANCH overlap with optical_telegraph_networks: Same communication role, later electrical technology.",MEDIUM,NO,NO,NO,NO,NO,MEDIUM,"Same communication role, later electrical technology.",common/technology/technologies/20_military.txt:475
enlistment_offices,Enlistment Offices,Offices built to attract recruits help immensely with bolstering the nation's military manpower.,Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/enlistment_offices.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:567,localization/english/inventions_l_english.yml:568,OK,logistics,value = 1 if = { limit = { has_strategy = ai_strategy_unify_germany } add = 8 },OTHER,state_conscription_rate_mult=0.2;country_general_rank_impact_mult=0.2,NONE,NONE,yes(default),1,laws=1,12,EVENT_EFFECT=1; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=7,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,Offices built to attract recruits help immensely with bolstering the nation's military manpower.,"Cutoff-sensitive: antecedents before 1836, main gameplay form after 1836",CROSS_PERIOD,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Rebuild against the six-era 1700-1836 DAG during integration; preserve for now.,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,MEDIUM,Human review required before implementation.,common/technology/technologies/20_military.txt:449
floating_harbor,Floating Harbor,"By keeping a dock at a constant level along a tidal waterway, ships can more quickly dock and transfer goods without having to consider relative changes between the waterway level and docks.",Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/floating_harbor.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:216,localization/english/inventions_l_english.yml:217,OK,gantry_cranes,value = 1 if = { limit = { navy_size >= 5 } add = 0.5 },MILITARY_CONDITIONAL,NONE,NONE,NONE,yes(default),1,production_methods=1,4,LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"By keeping a dock at a constant level along a tidal waterway, ships can more quickly dock and transfer goods without having to consider relative changes between the waterway level and docks.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,VERY_HIGH,YES,YES,YES,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/20_military.txt:665
gantry_cranes,Gantry Cranes,"Useful in construction and transportation, gantry cranes are large enough to straddle the width of a ship. This gives them a sturdiness that means they can lift the heaviest loads a ship can possibly carry.",Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/gantry_crane.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:230,localization/english/inventions_l_english.yml:231,OK,hydraulic_cranes;screw_frigate,value = 1 if = { limit = { navy_size >= 5 } add = 1 },MILITARY_CONDITIONAL,ship_ship_type_supply_ship_supply_capacity_mult=0.1,NONE,NONE,yes(default),11,company_types=7; production_methods=4,24,COMPANY_REQUIREMENT=13; LOCALIZATION_ONLY=2; PM_REQUIREMENT=4; PREREQUISITE=1; TRIGGER=4,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=4,NONE,NONE,"Useful in construction and transportation, gantry cranes are large enough to straddle the width of a ship. This gives them a sturdiness that means they can lift the heaviest loads a ship can possibly carry.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,VERY_HIGH,YES,YES,YES,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/20_military.txt:687
handcranked_machine_gun,Handcranked Machine Gun,By using a mechanical crank to rotate the barrel it is possible to fire bullets at a much faster rate than a standard firearm.,Military,era_3,common/technology/technologies/20_military.txt,gfx/interface/icons/invention_icons/handcranked_machine_gun.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:244,localization/english/inventions_l_english.yml:245,OK,repeaters;breech_loading_artillery,value = 1,STATIC,unit_army_defense_add=5;unit_kill_rate_add=0.05,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,9,EVENT_CONDITION=2; EVENT_EFFECT=2; LOCALIZATION_ONLY=2; PREREQUISITE=3,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=3,NONE,NONE,By using a mechanical crank to rotate the barrel it is possible to fire bullets at a much faster rate than a standard firearm.,Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/20_military.txt:561
