tag,country_name,region,standing_force_establishment,standing_force_effective,infantry_personnel,cavalry_personnel,artillery_personnel,engineer_or_specialist_personnel,garrison_personnel,colonial_or_company_personnel,other_permanent_personnel,infantry_organizational_units,cavalry_organizational_units,artillery_batteries_or_units,artillery_pieces,militia,levy,reserve,mobilization_potential,regular_force_definition,irregular_force_definition,date_of_evidence,evidence_window,source_1,source_2,source_3,source_disagreement,recommended_historical_range,identity_confidence,quantitative_confidence,composition_confidence,research_status,notes
SIK,Sikkim,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
SIL,Sierra Leone,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Sierra Leone colony/state representation is later than 1776.
SIN,Sindh,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
SMB,Sambas,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SOK,Sokoto,Other / requires map review,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Sokoto Caliphate is a later polity; do not back-project its nineteenth-century military establishment.
SPA,Spain,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SRK,Surakarta,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
STG,Sintang,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SUL,Sulu,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SWE,Sweden,Europe,,,,,,,,,,,,,,,,,,Swedish army combined the allotment system (indelta) with enlisted elements; not directly equivalent to a purely recruited professional army.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,QUALITATIVE_ONLY,HIGH,VERY_LOW,MEDIUM,QUALITATIVE_ONLY,2D-2 should preserve Sweden as a meaningful regional military power without inventing an exact headcount from later wars.
SWI,Switzerland,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SWZ,Swaziland,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
TGI,Tungi,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
TIB,Tibet,East Asia,,,,,,,,,,,,,,,,,,Polity-specific hereditary/professional/garrison institutions; not automatically equivalent to European field armies.,Local/domain/provincial mobilization must be separated from central standing forces.,,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Retain institutional distinctions; exact deployable field strength may differ sharply from administrative establishment.
TID,Tidore,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
TRA,Travancore,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
TRI,Tripolitania,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,https://www.cambridge.org/core/books/abs/cambridge-history-of-turkey/semiautonomous-provincial-forces-in-the-balkans-and-anatolia/B43D84E35B5E62284DE3F40F79F602B1,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
TRN,Transvaal,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Transvaal/South African Republic is anachronistic for 1776.
TRS,Transylvania,Europe,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Transylvania is Habsburg territory; avoid independent national double-counting.
TUG,Touggourt,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
TUN,Tunis,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,https://www.cambridge.org/core/books/abs/cambridge-history-of-turkey/semiautonomous-provincial-forces-in-the-balkans-and-anatolia/B43D84E35B5E62284DE3F40F79F602B1,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
TUR,Ottoman Empire,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central corps (including Janissaries and other paid establishments) plus fortress/garrison structures.,Semi-autonomous provincial forces and warrior populations were essential to campaign mobilization.,1768–1774 / 1750–1850 structural literature,Immediately preceding war plus regional institutional synthesis,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7776A1EEA43C6E39BAE0311EFBD526FB/S0020743800058049a.pdf/ottoman-political-writing-17681808.pdf,https://www.cambridge.org/core/books/abs/cambridge-history-of-turkey/semiautonomous-provincial-forces-in-the-balkans-and-anatolia/B43D84E35B5E62284DE3F40F79F602B1,https://www.cambridge.org/core/books/abs/fighting-for-a-living/mobilization-of-warrior-populations-in-the-ottoman-context-17501850/3E3B393A85F7663E7957E84A1B7C0902,Wartime mobilization figures are not a standing peacetime establishment.,QUALITATIVE_ONLY for standing force; model central core and provincial mobilization separately.,HIGH,VERY_LOW,MEDIUM,QUALITATIVE_ONLY,"The 1768–74 war ended only in 1774, so campaign peaks must not be frozen into a Jan-1776 standing army."
TUS,Tuscany,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
UBD,United Baltic Provinces,Europe,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,United Baltic Provinces abstraction must be reconciled with Russian imperial military structures.
UNT,United Tribes,Oceania,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Structural/dependency problem: do not create an independent national standing army merely from the current fork tag. Requires 2D-2 mapping decision before numbers.
USA,America,Americas,"20,372 planned 1776 Continental establishment","18,410 officers and men on 9 March 1776; effective strength fluctuated sharply",,,,,,,,,,,,State/colonial militia separate; 1776 annual service also included large short-term militia totals.,,,"Major militia and short-enlistment pool, but not permanent Continental standing force.",Continental Army under Congress.,"State militia, Flying Camp and other temporary formations are mobilization/conscription equivalents, not standing regulars.",1776,1776 establishment and March effective return,https://www.army.mil/article/40819/washington_takes_command_of_continental_army_in_1775,https://achh.army.mil/history/book-rev-medmen-medmench03/,,"Authorized plan, field strength and annual cumulative service are different measures.","18,000–21,000 Continental standing/effective baseline; militia modeled separately.",HIGH,HIGH,MEDIUM,QUANTITATIVE_HIGH_CONFIDENCE,"Current fork 164,000 standing V3 manpower is far above the documented Continental establishment and likely folds militia into standing units."
UZH,Uly Zhuz,Central Asia / Caucasus,,,,,,,,,,,,,,,,,,Household/guard and any demonstrably permanent paid forces.,Tribal/confederal cavalry and campaign levies form a large share of potential strength.,,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Confederal/tribal mobilization is not directly comparable with a European standing army; qualitative-only unless a near-date establishment survives.
VEN,Venice,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
WAD,Wadai,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
WAL,Wallachia,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
WBL,Griqualand,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
WEI,Saxe-Weimar-Eisenach,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
WLD,Waldeck,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
WSG,Warsangali,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
WTU,Witu,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Witu Sultanate representation is later than 1776.
WUR,Württemberg,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
YOG,Yogyakarta,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
ZAI,Azal,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
