Owner_TAG,State_ID,Building_ID,Current_Level,Historical_Target_Level,Proposed_Decision,Reason_Current_Building_Not_Supported,Auto_Generated,Special_System,Confidence,Notes
ACE,STATE_ACEH,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md;BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:785
SPA,STATE_CATALONIA,building_furniture_manufactory,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2938
SPA,STATE_CATALONIA,building_government_administration,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2884
SPA,STATE_CATALONIA,building_livestock_ranch,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3003
SPA,STATE_CATALONIA,building_logging_camp,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3052
SPA,STATE_CATALONIA,building_shipyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2977
SPA,STATE_CATALONIA,building_wheat_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2990
SPA,STATE_EXTREMADURA,building_tobacco_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3415
SPA,STATE_EXTREMADURA,building_vineyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3389
SPA,STATE_GALICIA,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2244
SPA,STATE_GALICIA,building_logging_camp,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2333
SPA,STATE_GALICIA,building_maize_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2255
SPA,STATE_GALICIA,building_vineyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2266
SPA,STATE_LEON,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2805
SPA,STATE_LEON,building_logging_camp,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2867
SPA,STATE_LEON,building_vineyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2835
SPA,STATE_LOWER_ANDALUSIA,building_government_administration,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3155
SPA,STATE_LOWER_ANDALUSIA,building_livestock_ranch,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3222
SPA,STATE_LOWER_ANDALUSIA,building_logging_camp,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3235
SPA,STATE_MURCIA,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3491
SPA,STATE_MURCIA,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3430
SPA,STATE_MURCIA,building_lead_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3478
SPA,STATE_MURCIA,building_livestock_ranch,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3465
SPA,STATE_MURCIA,building_silk_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3504
SPA,STATE_MURCIA,building_wheat_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3441
SPA,STATE_NEW_CASTILE,building_food_industry,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2169
SPA,STATE_NEW_CASTILE,building_livestock_ranch,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2216
SPA,STATE_NEW_CASTILE,building_paper_mill,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2134
SPA,STATE_NEW_CASTILE,building_vineyard,4,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2115
SPA,STATE_NEW_CASTILE,building_wheat_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2195
SPA,STATE_OLD_CASTILE,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2479
SPA,STATE_OLD_CASTILE,building_logging_camp,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2562
SPA,STATE_OLD_CASTILE,building_shipyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2528
SPA,STATE_OLD_CASTILE,building_vineyard,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:2509
SPA,STATE_UPPER_ANDALUSIA,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3274
SPA,STATE_UPPER_ANDALUSIA,building_lead_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3337
SPA,STATE_UPPER_ANDALUSIA,building_sugar_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3324
SPA,STATE_UPPER_ANDALUSIA,building_vineyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3298
SPA,STATE_VALENCIA,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3679
SPA,STATE_VALENCIA,building_government_administration,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3554
SPA,STATE_VALENCIA,building_livestock_ranch,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3666
SPA,STATE_VALENCIA,building_logging_camp,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3597
SPA,STATE_VALENCIA,building_silk_plantation,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3692
SPA,STATE_WEST_INDIES,building_naval_administration,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:780
SRK,STATE_CENTRAL_JAVA,building_rice_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:692
STG,STATE_WEST_BORNEO,building_rice_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:218
SUL,STATE_MINDANAO,building_tobacco_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md;BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:1112
SUL,STATE_NORTH_BORNEO,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:146
SUL,STATE_NORTH_BORNEO,building_tobacco_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:133
SWE,STATE_GOTALAND,building_fishing_wharf,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:186
SWE,STATE_GOTALAND,building_government_administration,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:134
SWE,STATE_GOTALAND,building_iron_mine,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:173
SWE,STATE_GOTALAND,building_livestock_ranch,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:231
SWE,STATE_GOTALAND,building_paper_mill,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:156
SWE,STATE_GOTALAND,building_rye_farm,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:218
SWE,STATE_KUOPIO,building_iron_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:244
