Owner_TAG,State_ID,State_Name,Current_Level,Target_Level,Delta,Trade_Role,Main_Commercial_Function,Confidence,Source_1,Source_2,Notes
GBR,STATE_WEST_INDIES,West Indies,0,2,2,CARIBBEAN_PLANTATION_COMMERCE,The represented island group contained organized plantation and long-distance maritime commerce.,MEDIUM,https://academic.oup.com/chicago-scholarship-online/book/21561/chapter-abstract/181405827,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GR5,STATE_SANTO_DOMINGO,Santo Domingo,0,1,1,SPANISH_SANTO_DOMINGO_REGIONAL_ECONOMY,Spanish Santo Domingo had plantation/ranching and port trade but at a much lower scale than French Saint-Domingue.,MEDIUM,https://www.cambridge.org/core/books/cambridge-history-of-latin-america/haiti-and-santo-domingo-1790c-1870/2DA88EA288904F6477B4126AC8A85B63,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
HAI,STATE_HAITI,Haiti,1,3,2,SAINT_DOMINGUE_EXPORT_COMPLEX,French Saint-Domingue was the leading plantation export economy of the Antilles by the late eighteenth century.,HIGH,https://www.cambridge.org/core/books/cambridge-history-of-latin-america/haiti-and-santo-domingo-1790c-1870/2DA88EA288904F6477B4126AC8A85B63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/producing-a-peculiar-commodity-jamaican-sugar-production-slave-life-and-planter-profits-on-the-eve-of-abolition-17501807/16176A574B9391CE4627B7FD07133061,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
HBC,STATE_MANITOBA,Manitoba,0,1,1,FUR_TRADE_ENTREPOT,Hudson's Bay Company posts functioned as long-distance fur-trade collection and redistribution points.,MEDIUM,https://www.thecanadianencyclopedia.ca/en/article/hudsons-bay-company,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
HBC,STATE_ONTARIO,Ontario,0,1,1,FUR_TRADE_ENTREPOT,Hudson's Bay Company posts functioned as long-distance fur-trade collection and redistribution points.,MEDIUM,https://www.thecanadianencyclopedia.ca/en/article/hudsons-bay-company,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
LOU,STATE_LOUISIANA,Louisiana,6,1,-5,NEW_ORLEANS_COLONIAL_HUB,New Orleans functioned as the administrative and redistribution centre of lower Mississippi Louisiana.,MEDIUM,https://www.hnoc.org/research/collection/new-orleans-and-louisiana-collection,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
NET,STATE_WEST_INDIES,West Indies,0,3,3,DUTCH_CARIBBEAN_FREE_PORT,"St Eustatius was a major free-port/transshipment hub by the 1770s, with plantation production also present.",HIGH,https://mass.cultureelerfgoed.nl/lower-town,https://tile.loc.gov/storage-services/master/gdc/gdcebookspublic/20/20/71/96/05/2020719605/2020719605.pdf,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
NVS,STATE_NEW_BRUNSWICK,Maritimes,2,1,-1,HALIFAX_MARITIME_SYSTEM,Nova Scotia's Atlantic economy centered on Halifax and fisheries after 1749.,MEDIUM,https://archives.novascotia.ca/virtual/?Search=THtheme&Theme=halifax,https://www.heritage.nf.ca/articles/exploration/european-migratory-fishery.php,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
PCO,STATE_PUERTO_RICO,Porto Rico,1,1,0,SAN_JUAN_FORTIFIED_COLONY,San Juan possessed a major ongoing fortification programme; island agriculture remained diversified and smaller-scale than Jamaica/Saint-Domingue.,MEDIUM,https://www.nps.gov/saju/learn/historyculture/history.htm,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
QUE,STATE_QUEBEC,Quebec,1,2,1,ST_LAWRENCE_COLONIAL_HUB,Quebec City/Montreal formed the administrative and commercial core of the St Lawrence colony.,HIGH,https://www.thecanadianencyclopedia.ca/en/article/fur-trade,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_GUATEMALA,Guatemala,0,1,1,GUATEMALA_REGIONAL_CAPITAL,Guatemala City/region served as the administrative-commercial centre of Central America with textile and agricultural production.,MEDIUM,https://www.britannica.com/place/Guatemala/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_GUERRERO,Guerrero,0,2,2,ACAPULCO_PACIFIC_GATEWAY,Acapulco was the terminus of the Manila galleon and a long-distance redistribution port.,HIGH,https://www.britannica.com/place/Acapulco,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_MEXICO,México,0,2,2,VICEREGAL_CAPITAL_COMPLEX,Mexico City was the administrative and commercial centre of New Spain and the hub of the royal road system.,HIGH,https://whc.unesco.org/en/list/1351,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_SAN_SALVADOR,San Salvador,0,1,1,INDIGO_EXPORT_DISTRICT,Indigo was the principal commercial export of the Salvadoran/Guatemalan Pacific zone in the late colonial period.,MEDIUM,https://www.britannica.com/place/El-Salvador/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_VERACRUZ,Veracruz,3,3,0,NEW_SPAIN_ATLANTIC_GATEWAY,Veracruz was New Spain's principal Atlantic port and terminus of the Mexico City road; plantation crops supplied export trade.,HIGH,https://whc.unesco.org/en/tentativelists/5398/,https://whc.unesco.org/en/list/1351,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC1,STATE_YUCATAN,Yucatán,0,1,1,YUCATAN_REGIONAL_ECONOMY,Yucatán sustained regional agriculture/coastal trade; Chichén Itzá physically existed at the cutoff.,MEDIUM,https://www.britannica.com/place/Yucatan-state-Mexico/History,https://whc.unesco.org/en/list/483,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_PANAMA,Panama,0,2,2,TRANSISTHMIAN_IMPERIAL_CORRIDOR,Portobelo/Panama formed a trans-isthmian imperial trade and fortified transport corridor.,HIGH,https://whc.unesco.org/en/list/135,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SPA,STATE_WEST_INDIES,West Indies,0,1,1,CARIBBEAN_PLANTATION_COMMERCE,The represented island group contained organized plantation and long-distance maritime commerce.,MEDIUM,https://www.nps.gov/saju/learn/historyculture/history.htm,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_GEORGIA,Georgia,0,1,1,SOUTHERN_EXPORT_AGRICULTURE,"Organized plantation/export agriculture and regional ports were present, but below South Carolina/Virginia scale.",MEDIUM,https://www.nps.gov/articles/charleston-community-history.htm,https://encyclopediavirginia.org/entries/tobacco-in-colonial-virginia/,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_MAINE,Maine,0,1,1,NEW_ENGLAND_MARITIME_EXPORT,"Northern New England combined commercial timber, fishing and shipbuilding with Atlantic ports.",MEDIUM,https://home.nps.gov/places/essex-national-heritage-area.htm,https://www.heritage.nf.ca/articles/exploration/18th-century-fishery.php,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_MARYLAND,Maryland,2,1,-1,CHESAPEAKE_EXPORT_ECONOMY,Tobacco remained a major export while grain and Atlantic commerce diversified the economy.,MEDIUM,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/economic-regulation-and-the-colonial-economy-the-maryland-tobacco-inspection-act-of-1747/99A89B2C685AFBEC626FF5771A049993,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_MASSACHUSETTS,Massachusetts,5,2,-3,ATLANTIC_MERCHANT_HUB,"Boston and Salem had established merchants, wharves and warehouses.",HIGH,https://home.nps.gov/sama/learn/historyculture/wharves.htm,https://home.nps.gov/places/essex-national-heritage-area.htm,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_NEW_HAMPSHIRE,New Hampshire,0,1,1,NEW_ENGLAND_MARITIME_EXPORT,"Northern New England combined commercial timber, fishing and shipbuilding with Atlantic ports.",MEDIUM,https://home.nps.gov/places/essex-national-heritage-area.htm,https://www.heritage.nf.ca/articles/exploration/18th-century-fishery.php,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_NEW_YORK,New York,10,2,-8,COLONIAL_METROPOLITAN_ECONOMY,New York was a major Atlantic port and grain-producing colony before the Revolution.,HIGH,https://www.archives.nyc/colonial-new-york,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_NORTH_CAROLINA,North Carolina,0,1,1,SOUTHERN_EXPORT_AGRICULTURE,"Organized plantation/export agriculture and regional ports were present, but below South Carolina/Virginia scale.",MEDIUM,https://www.nps.gov/articles/charleston-community-history.htm,https://encyclopediavirginia.org/entries/tobacco-in-colonial-virginia/,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_PENNSYLVANIA,Pennsylvania,1,2,1,PHILADELPHIA_MANUFACTURING_AND_TRADE,Philadelphia was the largest manufacturing/publishing centre in British North America; southeastern Pennsylvania had dense mills and workshops.,HIGH,https://philadelphiaencyclopedia.org/essays/port-of-philadelphia/,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_RHODE_ISLAND,Rhode Island,0,1,1,REGIONAL_MARITIME_ECONOMY,Newport and Narragansett Bay supported maritime commerce; Brown existed from 1764.,HIGH,https://tile.loc.gov/storage-services/master/pnp/habshaer/ri/ri0400/ri0446/data/ri0446data.pdf,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_SOUTH_CAROLINA,South Carolina,6,2,-4,LOWCOUNTRY_EXPORT_COMPLEX,"Rice, indigo and Charleston's merchant/shipping economy were established and export-oriented.",HIGH,https://www.nps.gov/articles/charleston-community-history.htm,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
USA,STATE_VIRGINIA,Virginia,0,1,1,CHESAPEAKE_TOBACCO_SYSTEM,Virginia's tobacco plantation and inspection/warehouse system was one of the largest organized export sectors in British America.,HIGH,https://encyclopediavirginia.org/entries/tobacco-in-colonial-virginia/,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_BAHIA,Bahia,0,2,2,BRAZILIAN_SUGAR_EXPORT_ZONE,Northeastern Brazil remained a major sugar-export region; Bahia also had a significant tobacco trade.,MEDIUM,https://www.britannica.com/place/Brazil/The-sugar-cycle,https://www.jstor.org/stable/10.3138/j.ctt1vgw7t0,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_MARANHAO,Maranhão,0,1,1,MARANHAO_EXPORT_EXPANSION,"Maranhão's export agriculture expanded in the later eighteenth century, especially cotton and rice.",MEDIUM,https://www.britannica.com/place/Maranhao-state-Brazil/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_PARA,Pará,0,1,1,AMAZON_ESTUARY_COLONIAL_HUB,"Belém/Pará served as the administrative and trading outlet of the Amazon estuary, with commercial forest extraction.",MEDIUM,https://www.britannica.com/place/Para-state-Brazil/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_PARAIBA,Paraíba,0,1,1,BRAZILIAN_SUGAR_EXPORT_ZONE,Northeastern Brazil remained a major sugar-export region; Bahia also had a significant tobacco trade.,MEDIUM,https://www.britannica.com/place/Brazil/The-sugar-cycle,https://www.jstor.org/stable/10.3138/j.ctt1vgw7t0,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_PERNAMBUCO,Pernambuco,1,2,1,BRAZILIAN_SUGAR_EXPORT_ZONE,Northeastern Brazil remained a major sugar-export region; Bahia also had a significant tobacco trade.,MEDIUM,https://www.britannica.com/place/Brazil/The-sugar-cycle,https://www.jstor.org/stable/10.3138/j.ctt1vgw7t0,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_RIO_DE_JANEIRO,Rio de Janeiro,1,3,2,PORTUGUESE_AMERICA_CAPITAL_PORT,Rio became the colony's principal export/import port for the mining economy and the viceregal capital in 1763.,HIGH,https://multirio.rj.gov.br/index.php/historia-do-brasil/rio-de-janeiro/2441-o-porto-do-rio-de-janeiro,https://revistas.ucm.es/index.php/RCHA/en/article/view/40233,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_RIO_GRANDE_DO_NORTE,Rio Grande do Norte,0,1,1,BRAZILIAN_SUGAR_EXPORT_ZONE,Northeastern Brazil remained a major sugar-export region; Bahia also had a significant tobacco trade.,MEDIUM,https://www.britannica.com/place/Brazil/The-sugar-cycle,https://www.jstor.org/stable/10.3138/j.ctt1vgw7t0,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
BRZ,STATE_SAO_PAULO,São Paulo,1,1,0,SAO_PAULO_REGIONAL_MARKET,"São Paulo/Santos supported regional agriculture, cattle and coastal trade before the coffee era.",MEDIUM,https://www.britannica.com/place/Sao-Paulo-state-Brazil/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
FRA,STATE_GUAYANA,Guyana,0,1,1,CAYENNE_COLONIAL_PORT,"Cayenne was an organized colonial port, but the colony's productive scale remained modest.",MEDIUM,https://www.britannica.com/place/French-Guiana/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
NET,STATE_GUAYANA,Guyana,1,2,1,SURINAME_PLANTATION_EXPORT_COMPLEX,"Suriname had a mature slave-plantation export economy in the eighteenth century, supported by river/canal transport and Paramaribo.",MEDIUM,https://www.britannica.com/place/Suriname/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_BOLIVAR,Bolívar,0,3,3,CARTAGENA_IMPERIAL_PORT,Cartagena was one of the Caribbean's principal imperial ports and possessed South America's most extensive fortification system.,HIGH,https://whc.unesco.org/en/list/285,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_CUNDINAMARCA,Cundinamarca,0,1,1,BOGOTA_ADMINISTRATIVE_HUB,Santafé de Bogotá was the viceregal administrative and inland commercial centre.,MEDIUM,https://www.britannica.com/place/Bogota/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_ECUADOR,Ecuador,1,1,0,QUITO_OBRAJE_ECONOMY,Quito's colonial economy included a notable obraje textile sector and regional administrative/commercial functions.,MEDIUM,https://www.britannica.com/place/Quito/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_MIRANDA,Miranda,2,2,0,CARACAS_EXPORT_REGION,Caracas/La Guaira anchored a plantation and merchant-export economy; cacao is important historically but has no matching building in the catalog.,MEDIUM,https://www.britannica.com/place/Venezuela/Colonial-era,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC2,STATE_ZULIA,Zulia,0,1,1,MARACAIBO_REGIONAL_EXPORT,"Maracaibo combined regional agricultural exports, livestock and lake/Caribbean commerce.",MEDIUM,https://www.britannica.com/place/Maracaibo-Venezuela,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC3,STATE_AREQUIPA,Arequipa,0,1,1,SOUTH_PERU_COMMERCIAL_AGRICULTURE,Southern Peruvian valleys had commercial wine/brandy and livestock production serving regional markets.,MEDIUM,https://www.britannica.com/place/Peru/Colonial-patterns,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC3,STATE_ICA,Ica,0,1,1,SOUTH_PERU_COMMERCIAL_AGRICULTURE,Southern Peruvian valleys had commercial wine/brandy and livestock production serving regional markets.,MEDIUM,https://www.britannica.com/place/Peru/Colonial-patterns,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC3,STATE_LIMA,Lima,0,3,3,LIMA_CALLAO_VICEREGAL_HUB,"Lima-Callao was the administrative, commercial and fortified maritime core of the viceroyalty.",HIGH,https://www.britannica.com/place/Lima/History,https://whc.unesco.org/en/list/420,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC3,STATE_POTOSI,Potosí,0,1,1,POTOSI_SILVER_INDUSTRIAL_COMPLEX,"Potosí's enormous silver complex supported administration, trade and engineered transport/water systems; no gold-mine substitution is made.",HIGH,https://whc.unesco.org/en/list/420,,SILVER_MINE_NOT_REPRESENTED_BY_CATALOG; TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC3,STATE_SANTIAGO,Santiago,2,1,-1,CENTRAL_CHILE_EXPORT_AGRICULTURE,"Central Chile supplied wheat, wine and livestock to domestic and Peruvian markets; Santiago/Valparaíso formed its administrative-commercial core.",MEDIUM,https://www.britannica.com/place/Chile/The-colonial-period,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC4,STATE_BUENOS_AIRES,Buenos Aires,1,2,1,BUENOS_AIRES_HIDE_EXPORT_ECONOMY,Buenos Aires exported very large quantities of hides in the decade 1767–1776 and functioned as a growing Atlantic port.,HIGH,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
SC4,STATE_URUGUAY,Uruguay,0,1,1,MONTEVIDEO_PASTORAL_PORT,Montevideo combined a military port with the hide/cattle economy of the Banda Oriental.,MEDIUM,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,https://www.britannica.com/place/Montevideo,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
