Research_Region,Owner_TAG,Country,State_ID,State_Name,Building_ID,Building_Name,Current_Level,Target_Level,Delta,Decision,Confidence,Economic_Role,Domestic_Demand,Export_Orientation,Industry_Form,Tech_Distribution_Review,Map_Rework_Risk,Serenissima_Protected,Historical_Evidence,Level_Rationale,Source_1,Source_2,Notes,Base_Historical_Target_Level,Overlay_Type,Overlay_Reason
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_SANTA_FE,Santa Fe,building_livestock_ranch,Livestock Ranches,1,2,1,INCREASE,MEDIUM,RIO_PLATA_INTERNAL_RANCHING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,"Cattle, mules and hides formed an organized regional market linked to Buenos Aires and Upper Peru.",Level 2.,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,,PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1507 | CURRENT_PM=pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,2,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_SANTA_FE,Santa Fe,building_logging_camp,Logging Camps,2,2,0,KEEP,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1488 | CURRENT_PM=pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0,LOGGING_CALIBRATION,Wood supply calibration replaces unsafe research-only level.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_TUCUMAN,Tucumán,building_gold_mine,Gold Mines,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1567 | CURRENT_PM=pm_no_explosives|pm_no_steam_automation|pm_picks_and_shovels_building_gold_mine|pm_road_carts,0,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_TUCUMAN,Tucumán,building_livestock_ranch,Livestock Ranches,0,2,2,ADD,MEDIUM,RIO_PLATA_INTERNAL_RANCHING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,"Cattle, mules and hides formed an organized regional market linked to Buenos Aires and Upper Peru.",Level 2.,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,,PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_TUCUMAN,Tucumán,building_railway,Regional Infrastructure,0,1,1,ADD,MEDIUM,COLONIAL_ROAD_CORRIDOR,DOMESTIC_REGIONAL,NONE,OTHER,NO,NONE,NO,"These provinces lay on established overland trade routes between Buenos Aires, Córdoba/Tucumán and Upper Peru.",Level 1 road network only.,https://www.britannica.com/place/Argentina/Colonial-history,,ROAD_LEVEL_JUSTIFICATION=1; CANAL_LEVEL_JUSTIFICATION=0; NO_ACTIVE_RAIL_1776; pm_no_rail_network obligatoire | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_TUCUMAN,Tucumán,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,INTERIOR_PROTO_INDUSTRY,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PUTTING_OUT_NETWORK,NO,NONE,NO,Interior households/workshops produced textiles for regional markets and transport corridors.,Level 1 only.,https://www.britannica.com/place/Argentina/Colonial-history,,PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_government_administration,Government Administration,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1171 | CURRENT_PM=pm_professional_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,0,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_livestock_ranch,Livestock Ranches,2,3,1,INCREASE,MEDIUM,MONTEVIDEO_PASTORAL_PORT,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Montevideo combined a military port with the hide/cattle economy of the Banda Oriental.,Level 3.,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,https://www.britannica.com/place/Montevideo,PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1121 | CURRENT_PM=pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,3,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_logging_camp,Logging Camps,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1158 | CURRENT_PM=pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0,LOGGING_CALIBRATION,Wood supply calibration replaces unsafe research-only level.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_maize_farm,Maize Farms,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1134 | CURRENT_PM=pm_no_secondary|pm_simple_farming|pm_tools_disabled,0,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_port,Port,1,1,0,KEEP,MEDIUM,MONTEVIDEO_PASTORAL_PORT,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,OTHER,YES,NONE,NO,Montevideo combined a military port with the hide/cattle economy of the Banda Oriental.,Level 1.,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,https://www.britannica.com/place/Montevideo,PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/07_south_america.txt:common/history/buildings/07_south_america.txt:1147 | CURRENT_PM=pm_anchorage,1,NONE,Frozen historical target unchanged.
R9_SOUTH_AMERICA,SC4,Río de la Plata,STATE_URUGUAY,Uruguay,building_trade_center,Trade Center,0,1,1,ADD,MEDIUM,MONTEVIDEO_PASTORAL_PORT,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,NONE,NO,Montevideo combined a military port with the hide/cattle economy of the Banda Oriental.,Level 1.,https://www.cambridge.org/core/books/abs/rise-of-capitalism-on-the-pampas/prices-and-marketing/B988B53963EB5B7884364138F62E7859,https://www.britannica.com/place/Montevideo,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCH,Schleswig,STATE_SCHLESWIG_HOLSTEIN,Schleswig-Holstein,building_government_administration,Government Administration,1,1,0,KEEP,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:6317 | CURRENT_PM=pm_horizontal_drawer_cabinets|pm_professional_bureaucrats|pm_religious_bureaucrats,0,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R1_WESTERN_EUROPE,SCH,Schleswig,STATE_SCHLESWIG_HOLSTEIN,Schleswig-Holstein,building_livestock_ranch,Livestock Ranches,3,1,-2,DECREASE,LOW,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Schleswig-Holstein’s agrarian economy included market-oriented livestock production.,One conservative level for the separate owner-state fragment.,https://www.schleswig-holstein.de/DE/landesregierung/themen/landwirtschaft/agrargeschichte/agrargeschichte_node.html,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:6341 | CURRENT_PM=pm_open_air_stockyards|pm_simple_ranch|pm_standard_fences|pm_unrefrigerated,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCH,Schleswig,STATE_SCHLESWIG_HOLSTEIN,Schleswig-Holstein,building_rye_farm,Rye Farms,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:6328 | CURRENT_PM=pm_potatoes|pm_simple_farming|pm_tools_disabled,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCM,Schaumburg-Lippe,STATE_WESTPHALIA,Westphalia,building_textile_mill,Textile Manufacture,0,1,1,ADD,LOW,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PUTTING_OUT_NETWORK,NO,NONE,NO,The state fragment lies within a broader German textile proto-industrial zone; only a minimal level is recommended.,"Low-confidence one level, explicitly not inherited from Prussian/Saxon scale.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCW,Schwarzburg,STATE_SAXONY,Saxony,building_coal_mine,Coal Mines,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7241 | CURRENT_PM=pm_no_explosives|pm_no_steam_automation|pm_picks_and_shovels_building_coal_mine|pm_road_carts,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCW,Schwarzburg,STATE_SAXONY,Saxony,building_paper_mill,Paper Mills,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7254 | CURRENT_PM=pm_automation_disabled|pm_pulp_pressing,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCW,Schwarzburg,STATE_SAXONY,Saxony,building_rye_farm,Rye Farms,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7228 | CURRENT_PM=pm_potatoes|pm_simple_farming|pm_tools_disabled,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,SCW,Schwarzburg,STATE_SAXONY,Saxony,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,NO,NONE,NO,These owner-state fragments lie within the broad Saxon proto-industrial textile zone; one level represents diffuse export-oriented production without inheriting Saxony’s full scale.,Explicitly lower than SAX to preserve Owner_TAG + State_ID asymmetry.,https://eh.net/book_reviews/from-old-regime-to-industrial-state-a-history-of-german-industrialization-from-the-eighteenth-century-to-world-war-i/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_BLUE_NILE,Blue Nile,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_BLUE_NILE,Blue Nile,building_millet_farm,Millet Farms,0,2,2,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Millet/grain cultivation supported settled Sudanese economies.,Millet/grain cultivation supported settled Sudanese economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,2,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_DONGOLA,Dongola,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_DONGOLA,Dongola,building_millet_farm,Millet Farms,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Millet/grain cultivation supported settled Sudanese economies.,Millet/grain cultivation supported settled Sudanese economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_EGYPTIAN_DESERT,Egyptian Desert,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,MEDIUM,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_ERITREA,Eritrea,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,MEDIUM,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_KORDOFAN,Kordofan,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_KORDOFAN,Kordofan,building_millet_farm,Millet Farms,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Millet/grain cultivation supported settled Sudanese economies.,Millet/grain cultivation supported settled Sudanese economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R6_SOUTHEAST_ASIA_OCEANIA,SEL,Selangor,STATE_MALAYA,Malaya,building_rice_farm,Rice Farms,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:101 | CURRENT_PM=pm_no_secondary|pm_simple_farming_building_rice_farm|pm_tools_disabled,0,NONE,Frozen historical target unchanged.
R6_SOUTHEAST_ASIA_OCEANIA,SEL,Selangor,STATE_MALAYA,Malaya,building_trade_center,Trade Center,0,1,1,ADD,LOW,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,NO,NONE,NO,Straits commerce and mining hinterland supported regional exchange,Low-confidence level 1; no tin building exists in catalog.,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_millet_farm,Millet Farms,1,2,1,INCREASE,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Millet/grain agriculture supported the settled western-Sahel economy.,Millet/grain agriculture supported the settled western-Sahel economy.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/03_north_africa.txt:common/history/buildings/03_north_africa.txt:1060 | CURRENT_PM=pm_no_secondary|pm_simple_farming|pm_tools_disabled,2,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_railway,Regional Infrastructure,0,1,1,ADD,MEDIUM,INFRASTRUCTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,NO,NONE,NO,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.","A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,MANUFACTURING,DOMESTIC_REGIONAL,NONE,MANUFACTURING,NO,NONE,NO,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv,1,NONE,Frozen historical target unchanged.
R5_EAST_ASIA,SIA,Siam,STATE_BANGKOK,Bangkok,building_arms_industry,Arms Industries,0,1,1,ADD,MEDIUM,MILITARY_STATE_DEMAND,MILITARY_STATE_DEMAND,NONE,STATE_MANUFACTORY,YES,NONE,NO,Ayutthaya had a Dutch-assisted foundry and Taksin actively procured muskets during reconstruction,One level for organized state arms capacity; not claiming European mass production.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/all-political-power-comes-from-the-barrel-of-a-gun-arms-trading-gun-control-and-revolt-in-ayutthaya-16581709/018E8EAA0AAE07CBCF41E59EC02FA5EC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv,1,NONE,Frozen historical target unchanged.
R5_EAST_ASIA,SIA,Siam,STATE_BANGKOK,Bangkok,building_artillery_foundry,Artillery Foundry,0,1,1,ADD,MEDIUM,MILITARY_STATE_DEMAND,MILITARY_STATE_DEMAND,NONE,STATE_MANUFACTORY,YES,NONE,NO,Documented cannon/foundry tradition in Ayutthaya state system,One level only.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/all-political-power-comes-from-the-barrel-of-a-gun-arms-trading-gun-control-and-revolt-in-ayutthaya-16581709/018E8EAA0AAE07CBCF41E59EC02FA5EC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv,1,NONE,Frozen historical target unchanged.
R5_EAST_ASIA,SIA,Siam,STATE_BANGKOK,Bangkok,building_fishing_wharf,Fishing Wharves,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/11_east_asia.txt:common/history/buildings/11_east_asia.txt:2122 | CURRENT_PM=pm_simple_fishing|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R5_EAST_ASIA,SIA,Siam,STATE_BANGKOK,Bangkok,building_government_administration,Government Administration,2,2,0,KEEP,HIGH,DOMESTIC_NATIONAL,DOMESTIC_NATIONAL,NONE,OTHER,YES,NONE,NO,Thonburi was the royal capital in 1776,National administrative concentration supports level 2.,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/all-political-power-comes-from-the-barrel-of-a-gun-arms-trading-gun-control-and-revolt-in-ayutthaya-16581709/018E8EAA0AAE07CBCF41E59EC02FA5EC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/11_east_asia.txt:common/history/buildings/11_east_asia.txt:2098 | CURRENT_PM=pm_hereditary_bureaucrats|pm_religious_bureaucrats|pm_simple_organization,2,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
