Owner_TAG,Country,State_ID,State_Name,Current_Level,Road_PM,Canal_PM,Rail_PM,Passenger_PM,Infrastructure_Available,Infrastructure_Used,Current_Market_Access,Additional_Level_Needed,Historical_Connectivity_Exception,Evidence,Final_Target_Level,Final_Infrastructure_Available,Reason
TNG,Tonga,STATE_TONGA,Tonga,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TPS,Toposa,STATE_EQUATORIA,Equatoria,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRA,Travancore,STATE_TRAVANCORE,Malabar,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,6.7,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 6.7 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRI,Tripolitania,STATE_LIBYA,Cyrenaica,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.0,100.0_PROJECTED,0,NO,"One coastal/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRI,Tripolitania,STATE_TRIPOLI,Tripoli,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.7,100.0_PROJECTED,0,NO,"One coastal/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 3.7 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRK,Turkana,STATE_RIFT_VALLEY,Rift Valley,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRM,Turkmenia,STATE_KHIVA,Chorasmia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRM,Turkmenia,STATE_MERZ,Merv,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRM,Turkmenia,STATE_TURKMENIA,Turkmenia,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 3.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRM,Turkmenia,STATE_URALSK,Uralsk,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRN,Transvaal,STATE_TRANSVAAL,Transvaal,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.6,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.6 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRS,Transylvania,STATE_NORTHERN_TRANSYLVANIA,Northern Transylvania,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRS,Transylvania,STATE_SOUTHERN_TRANSYLVANIA,Southern Transylvania,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TRZ,Trarza,STATE_MAURITANIA,Mauritania,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TSW,Tswana,STATE_BOTSWANA,Botswana,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TSW,Tswana,STATE_LOURENCO_MARQUES,Lourenço Marques,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TSW,Tswana,STATE_NORTHERN_CAPE,Northern Cape,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TSW,Tswana,STATE_ZAMBEZIA,Zambezia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TSW,Tswana,STATE_ZULULAND,Zululand,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUA,Tuat,STATE_SAHARA,Sahara,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUG,Touggourt,STATE_EAST_SAHARA,East Sahara,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUN,Tunis,STATE_TUNISIA,Tunisia,4,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,15.0,11.7,100.0_PROJECTED,0,NO,"Two road-network levels for Tunis and its productive coastal hinterland. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",4,15.0,Target satisfies usage 11.7 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ADANA,Adana,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.0,100.0_PROJECTED,0,NO,"One corridor level for Anatolian-Syrian connections. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 3.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ALBANIA,Albania,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ALEPPO,Aleppo,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,6.5,100.0_PROJECTED,0,NO,"Two road levels for the major Aleppo–Anatolia–Mesopotamia/Levant caravan nexus. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 6.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ANKARA,Ankara,9,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,30.0,26.5,100.0_PROJECTED,0,NO,"One road level for the central Anatolian caravan network. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",9,30.0,Target satisfies usage 26.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ATTICA,Attica,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_AYDIN,Aydin,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,7.5,100.0_PROJECTED,0,NO,"Two road levels for the port-hinterland commercial network. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",3,12.0,Target satisfies usage 7.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_BOSNIA,Bosnia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_BULGARIA,Bulgaria,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_CRETE,Crete,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_CYPRUS,Cyprus,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.0,100.0_PROJECTED,0,NO,"One local road network level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 3.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.5,100.0_PROJECTED,0,NO,"One road level on the Anatolia–Mesopotamia corridor. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 5.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_DOBRUDJA,Dobrudja,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_DONGOLA,Dongola,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_EASTERN_SERBIA,Eastern Serbia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_EASTERN_THRACE,Eastern Thrace,11,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,36.0,33.2,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,11,36.0,Target satisfies usage 33.2 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_EAST_AEGEAN_ISLANDS,East Aegean Islands,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ERITREA,Eritrea,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_ERZURUM,Erzurum,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,"One road level on the eastern Anatolian/Persian route. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,9.5,100.0_PROJECTED,0,NO,"Two road levels for Bursa and its Marmara/Anatolian connections. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",3,12.0,Target satisfies usage 9.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_KARS,Kars,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,"One frontier-road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_KASTAMONU,Kastamonu,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,"One road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_KONYA,Konya,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.0,100.0_PROJECTED,0,NO,"One central-Anatolian road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 3.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_KOSOVO,Kosovo,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_LEBANON,Lebanon,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,"One road level linking coast, Damascus and mountain production zones. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,9,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,39.0,36.5,100.0_PROJECTED,0,NO,Two road levels for Cairo/Delta and Mediterranean/Red Sea links. | One transport-canal level is justified by the long-used navigable Delta/Nile canal system; this is not a railway and should be reviewed separately from irrigation. | Dense Nile/Delta overland connectivity warrants two road-network levels; rail remains disabled.,9,39.0,Target satisfies usage 36.5 plus engine AI surplus 2; fixed capacity 4.0 per level; no rail or passenger service.
TUR,Turkey,STATE_MACEDONIA,Macedonia,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_MATRUH,Matruh,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_MIDDLE_EGYPT,Middle Egypt,1,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,7.0,4.5,100.0_PROJECTED,0,NO,One road level along the Nile corridor. | One canal/navigation justification is plausible where canals connected Nile settlements; retain as MEDIUM rather than assuming industrial canal engineering. | The Nile corridor supported durable regional movement; one road/infrastructure level.,1,7.0,Target satisfies usage 4.5 plus engine AI surplus 2; fixed capacity 4.0 per level; no rail or passenger service.
TUR,Turkey,STATE_MONTENEGRO,Montenegro,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_NORTHERN_THRACE,Northern Thrace,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_PALESTINE,Palestine,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,"One pilgrimage/trade road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_PELOPONNESE,Peloponnese,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_SINAI,Sinai,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.0,100.0_PROJECTED,0,NO,One sparse caravan route level. | No canal level recommended. | Pilgrimage and Egypt–Levant caravan routes justify one sparse road-corridor level.,1,6.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_SKOPIA,Skopia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_SYRIA,Syria,5,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,18.0,14.5,100.0_PROJECTED,0,NO,"One Damascus-centered caravan/pilgrimage road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",5,18.0,Target satisfies usage 14.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_THESSALIA,Thessaly,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_TRABZON,Trabzon,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,"One road level toward eastern Anatolia/Persia. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_TRANSJORDAN,Transjordan,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.0,100.0_PROJECTED,0,NO,One caravan/pilgrimage road level. | No transport-canal level recommended. | The Syrian/Hajj caravan corridor warrants a conservative road-network seed.,1,6.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_UPPER_EGYPT,Upper Egypt,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.5,100.0_PROJECTED,0,NO,One road/corridor level. | No separate engineered transport-canal level recommended. | The Nile corridor provides a strong pre-rail transport spine.,1,6.0,Target satisfies usage 3.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_WESTERN_SERBIA,Western Serbia,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUR,Turkey,STATE_WESTERN_THRACE,Western Thrace,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
TUS,Tuscany,STATE_TUSCANY,Tuscany,4,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,15.0,12.2,100.0_PROJECTED,0,NO,"From the 1760s the Lorraine government launched a major program of modern carriage-road construction across Tuscany. | Hydraulic works were extensive, but no separate industrial canal network is recommended at state scale.",4,15.0,Target satisfies usage 12.2 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
UBD,United Baltic Provinces,STATE_RIGA,South Livonia,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,7.0,100.0_PROJECTED,0,NO,"Level 1 traditional road network to Baltic hinterland. | No industrial canal PM. | Riga's inland trade arteries justify a basic road network, while the Daugava itself is river navigation rather than an artificial canal.",2,9.0,Target satisfies usage 7.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
UBD,United Baltic Provinces,STATE_TALINN,Talinn,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.5,100.0_PROJECTED,0,NO,Level 1 traditional road network. | No canal PM. | A modest regional road network is justified around the provincial capital.,1,6.0,Target satisfies usage 3.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
UBD,United Baltic Provinces,STATE_TARTU,North Livonia,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,Level 1 traditional road network. | No canal PM. | A basic inland road connection to the Baltic market is plausible.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
ULT,Ulta,STATE_SAKHALIN,Sakhalin,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
UNT,United Tribes,STATE_NORTH_ISLAND,North Island,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
