Technology_ID,Current_Parents,Proposed_Parents,Current_Era,Proposed_Era,Current_Role,Proposed_Role,Change_Type,Reason,Historical_Compromise,Gameplay_Benefit,Distribution_Impact,Risk
standardized_military_rockets,armament_standardization_inspection;explosive_field_ammunition,armament_standardization_inspection;explosive_field_ammunition,era_5,era_5,Aucun rôle gameplay direct,Alias de compatibilité non recherchable après migration,MERGE,"Le nœud n’a aucun enfant, unlock ou modifier; fusion proposée dans standardized_field_artillery.","Le concept reste localisable et référencable, mais cesse d’occuper un nœud vide.",Supprime une feuille sans effet sans inventer un bonus artificiel.,0 grant(s) structurel(s) simulé(s),LOW: scanner les références externes avant implémentation.
standardized_naval_signals,scientific_naval_architecture,ship_classification_surveying,era_5,era_5,Déblocage PM/loi,Spécialisation rattachée à un tronc identifiable,REPLACE_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
standing_army,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
state_dockyard_systems,,organized_naval_establishments,era_1,era_1,Déblocage bâtiment,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
steam_donkey,mechanical_tools;watertube_boiler,mechanical_tools;watertube_boiler,era_9,era_9,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
steam_turbine,rotary_valve_engine,electrical_generation;rotary_valve_engine,era_10,era_10,Déblocage PM,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
steel_frame_buildings,investment_banks;modern_sewerage,investment_banks;modern_sewerage,era_9,era_9,Déblocage bâtiment/PM,Déblocage bâtiment/PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
steel_railway_cars,bessemer_process;railways,bessemer_process;railways,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
steelworking,hot_blast_smelting,hot_blast_smelting,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
stock_exchange,,organized_financial_institutions,era_2,era_2,Déblocage contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
stormtroopers,nco_training;trench_works,nco_training;trench_works,era_11,era_11,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
submarine,self_propelled_torpedoes,self_propelled_torpedoes,era_11,era_11,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
sugar_refining,,traditional_food_processing,era_2,era_2,Déblocage PM,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
systematic_administrative_statistics,,,era_2,era_2,Déblocage bâtiment/contenu militaire/diplomatique,Déblocage bâtiment/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
systematic_cadastral_surveying,,codified_practical_knowledge,era_4,era_4,Aucun rôle gameplay direct,Capacité fiscale fondée sur le cadastre,ADD_MODIFIER,Le nœud est actuellement une feuille sans effet ou de trop faible valeur.,"Bonus institutionnel limité, directement lié au concept.",Ajout proposé : state_tax_capacity_add = 10.,0 grant(s) structurel(s) simulé(s),LOW: valeur à confirmer en runtime économique.
systematic_field_drainage,advanced_crop_rotations;improved_road_engineering,advanced_crop_rotations;improved_road_engineering,era_5,era_5,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
systematic_legal_codification,,codified_practical_knowledge,era_4,era_4,Nœud structurel,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
systematic_population_registration,systematic_administrative_statistics,systematic_administrative_statistics,era_3,era_3,Déblocage PM/loi,Déblocage PM/loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
tech_bureaucracy,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
telephone,electrical_generation,electrical_generation,era_9,era_9,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
threshing_machine,improved_agricultural_implements,improved_agricultural_implements,era_4,era_4,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
traditional_food_processing,,,era_1,era_1,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,39 grant(s) structurel(s) simulé(s),LOW
traditional_glassmaking,,,era_2,era_2,Déblocage bâtiment,Spécialisation rattachée à un tronc identifiable,REMOVE_EDGE,Le parent organized_workshops accordait furniture et tooling sans lien suffisant avec cette branche.,La spécialité reste une racine utile plutôt qu'un grant manufacturier artificiel.,Élimine 14 grants collatéraux sans casser la causalité furniture/tooling.,2 grant(s) structurel(s) simulé(s),LOW
traditional_papermaking,,,era_1,era_1,Déblocage bâtiment,Spécialisation rattachée à un tronc identifiable,REMOVE_EDGE,Le parent organized_workshops accordait furniture et tooling sans lien suffisant avec cette branche.,La spécialité reste une racine utile plutôt qu'un grant manufacturier artificiel.,Élimine 14 grants collatéraux sans casser la causalité furniture/tooling.,0 grant(s) structurel(s) simulé(s),LOW
trench_works,field_works,field_works,era_9,era_9,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
triage,logistics,logistics,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
turnpike_road_networks,,,era_2,era_2,Déblocage PM,Infrastructure terrestre organisée (ID réutilisé; PM routiers conservés),REDEFINE_NODE,Routes à péage est trop spécifique pour servir de socle mondial aux canaux.,Le concept général couvre l'organisation des réseaux terrestres sans imposer un modèle fiscal précis.,Préserve l'arête vers industrial_canals et évite un quatrième tronc général.,8 grant(s) structurel(s) simulé(s),LOW: nouvelle localisation anglaise/française à valider lors de l'implémentation.
urban_planning,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
urbanization,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
vaccination,medical_degrees;variolation_networks,medical_degrees;variolation_networks,era_4,era_4,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
vacuum_canning,interchangeable_manufacture,interchangeable_manufacture,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
variolation_networks,,,era_2,era_2,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
veterinary_science,institutionalized_scientific_exchange,institutionalized_scientific_exchange,era_3,era_3,Aucun rôle gameplay direct,Aucun rôle gameplay direct,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
vulcanization,rubber_mastication,rubber_mastication,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
war_propaganda,enlistment_offices,enlistment_offices,era_10,era_10,Bonus technologique,Bonus technologique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
wargaming,military_statistics,military_statistics,era_9,era_9,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
watertube_boiler,high_pressure_steam,high_pressure_steam,era_7,era_7,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
zeppelins,steel_frame_buildings,steel_frame_buildings,era_10,era_10,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
