"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"mechanized_workshops","era_7","production","Mechanized Workshops","Ateliers mécanisés","A Mechanized Workshop is the replacement of various physical tasks in a workshop with mechanical solutions, allowing a greater amount of work to be completed at a faster rate.","Un atelier mécanisé consiste à remplacer des tâches physiques dans un atelier par des solutions mécaniques, ce qui permet d’accomplir une plus grande quantité de travail en moins de temps.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=canneries mechanical_tools manufacturies; unlocks=none"
"military_aviation","era_10","military","Military Aviation","Aviation militaire","By combining conventional aviation with military technology, it is possible to create aircraft that can fulfill a variety of military roles.","En associant l’aviation traditionnelle et la technologie militaire, il est possible de fabriquer des avions à des fins militaires.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=wargaming; unlocks=production_methods:pm_aeroplane_production|production_methods:pm_all_metal_aircraft"
"military_drill","era_7","military","Military Drill","Exercice militaire","As the saying goes, ","Comme le dit le dicton, « c’est en forgeant qu’on devient forgeron », et cela est aussi vrai pour les soldats que pour les forgerons. Il n’y a pas d’armée plus prisée par les généraux qu’une armée qui peut réagir immédiatement à tout ordre et de façon coordonnée.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=standing_army; unlocks=none"
"military_statistics","era_9","military","Military Statistics","Statistiques militaires","A good general knows not just where every bullet was fired, but where that bullet was supplied from and how many bullets are left.","Un bon général sait non seulement où chaque balle a été tirée, mais aussi d’où elle vient et combien il en reste.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=general_staff; unlocks=production_methods:pm_advanced_tactics_training|production_methods:pm_advanced_tactics_training_conscription"
"mobile_armor","era_12","military","Mobile Armor","Armure mobile","By equipping a motorized vehicle with metal plating, it is possible to create an advanced weaponry platform.","En équipant un revêtement métallique sur un véhicule motorisé, il est possible de fabriquer une plateforme d’armement avancée.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=military_aviation stormtroopers; unlocks=production_methods:pm_tank_production|production_methods:pm_mobile_warfare_tactics|production_methods:pm_mobile_warfare_tactics_conscription"
"modern_financial_instruments","era_12","society","Modern Financial Instruments","Instruments financiers modernes","Moneymaking methods continue to grow and proliferate. Some methods may involve money flowing in a pyramid upwards, but all of them involve more and more money flowing all the time.","Les méthodes pour gagner de l’argent continuent de se développer. Certaines d’entre elles impliquent peut-être que l’argent circule vers le haut de la pyramide, mais toutes impliquent que de plus en plus d’argent circule en permanence.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=international_exchange_standards corporate_management; unlocks=none"
"modern_nursing","era_7","military","Modern Nursing","Soins infirmiers modernes","By using techniques such as hand washing and bedside care, nurses are able to reduce the amount of fatalities by a considerable amount.","Grâce à des techniques comme le lavage de mains et les soins au chevet du patient, les infirmières peuvent réduire considérablement le nombre de décès.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=battlefield_evacuation; unlocks=none"
"modern_sewerage","era_8","society","Modern Sewerage","Réseau d’assainissement moderne","Modern Sewerage is the creation of specific tunnels and pipes to remove refuse from a city, leading to a better standard of living. ","Un réseau d’assainissement moderne consiste à créer des tunnels et des canalisations spécifiques pour éliminer les déchets d’une ville, assurant ainsi de meilleures conditions de vie. ","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=organized_immunization_campaigns; unlocks=none"
"monitor_tech","era_8","military","$ship_type_modern_ironclad$","$ship_type_modern_ironclad$","By making a smaller warship better suited for shallow water and slapping massive guns on it, it is possible to make an effective naval weapon.","En fabriquant des navires de guerre plus petits et mieux adaptés aux eaux peu profondes et en les équipant de canons massifs, il est possible de créer une arme navale efficace.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=ironclad_tech breech_loading_artillery; unlocks=none"
"multilateral_alliances","era_10","society","Multilateral Alliances","Alliances multilatérales","The industrial potential and global reach of modern states requires the formation of truly international alliances to ensure the safety of our interests.","Le potentiel industriel et la portée mondiale des États modernes exigent la formation d’alliances véritablement internationales pour garantir la sécurité de nos intérêts.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=international_relations pan-nationalism; unlocks=none"
"mutual_funds","era_8","society","Mutual Funds","Fonds mutuel","A sort of pooled investment funds, the mutual fund helps combine the individual wealth of investors into massive pools of money that can flex immense financial strength to acquire securities and other costly financial instruments.","Sorte de fonds d’investissement commun, le fonds mutuel permet de réunir la richesse individuelle des investisseurs en une énorme masse d’argent qui peut être utilisée pour acquérir des titres coûteux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=institutionalized_public_credit joint_stock_companies; unlocks=production_methods:pm_financial_district_publicly_traded|laws:law_commercialized_agriculture"
"napoleonic_warfare","era_7","military","Napoleonic Warfare","Guerre napoléonienne","Napoleon revolutionized warfare, emphasizing the importance of properly utilizing artillery.","Napoléon a révolutionné la guerre en mettant l’accent sur une bonne utilisation de l’artillerie.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=line_infantry artillery; unlocks=none"
"nationalism","era_7","society","Nationalism","Nationalisme","Who am I? It is a key question that runs to the hearts of the identity of a person. In times past people have said they are from a province, a town or even a family as an expression of that identity. A new ideas have developed that transcends these notions and instead see identity as something that is shared amongst the nation. What is more, the nation should be united into a single country.","« Qui suis-je ? » La question de l’identité de chacun est primordiale. Dans le passé, les gens disaient venir d’une province, d’une ville ou même d’une famille pour exprimer leur identité. Mais une nouvelle idée s’est développée depuis, selon laquelle l’identité devrait être définie comme l’appartenance à une nation. Une nation qui elle-même devrait être unie en un seul pays.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=national_sovereignty; unlocks=laws:law_ethnostate|laws:law_national_supremacy"
"navigation","era_7","military","Navigation","Navigation","Through various different methods, from stars, to maps, to a compass it is possible to correctly chart a course across the world.","Grâce à diverses méthodes, des étoiles aux cartes en passant par la boussole, il est possible de tracer correctement un itinéraire à travers le monde.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"nco_training","era_11","military","NCO Training","Formation des sous-officiers","It's as important to maintain a trained body of lower-ranking officers familiar with their craft as it is to maintain academy-trained captains and generals.","Il est tout aussi important d’avoir un corps d’officiers de rang inférieur entraîné que des capitaines et des généraux formés à l’académie.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=wargaming; unlocks=production_methods:pm_nco_incorporation|production_methods:pm_nco_incorporation_conscription"
"nitrogen_fixation","era_11","production","Nitrogen Fixation","Fixation de l’azote","By combining various chemicals at a high temperature, it is possible to create ammonia in large quantities.","En combinant plusieurs produits chimiques à une température élevée, il est possible de fabriquer de l’ammoniac en grande quantité.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=improved_fertilizer; unlocks=production_methods:pm_nitrogen_fixation|production_methods:pm_chemical_fertilizer|production_methods:pm_chemical_fertilizer_building_rice_farm"
"nitroglycerin","era_7","production","Nitroglycerin","Nitroglycérine","This was the technique of producing reliable explosives out of nitrates. This often meant using fertilizers as base material.","Composé chimique utilisé dans la fabrication d’explosifs fiables. Cette technique impliquait souvent l’utilisation d’engrais comme matériau de base.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=industrial_acids; unlocks=buildings:building_explosives_factory|production_methods:pm_leblanc_process|production_methods:pm_brine_electrolysis|production_methods:pm_nitroglycerin_building_coal_mine|production_methods:pm_nitroglycerin_building_iron_mine|production_methods:pm_nitroglycerin_building_lead_mine|production_methods:pm_nitroglycerin_building_sulfur_mine|production_methods:pm_nitroglycerin_building_gold_mine|production_methods:pm_nitroglycerin_building_salt_mine|production_methods:pm_solvay_process_building_chemical_works|production_methods:pm_nitroglycerin_building_copper_mine|production_methods:pm_nitroglycerin_building_bauxite_mine|production_methods:pm_nitroglycerin_building_phosphate_mine"
"oil_turbine","era_12","production","Oil Turbine","Turbine à huile","The power of a turbine can be amplified with the use of oil, a far more energy-rich fuel than coal.","La puissance d’une turbine peut être amplifiée grâce à l’utilisation du pétrole, un combustible bien plus riche en énergie que le charbon.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=steam_turbine; unlocks=production_methods:pm_early_power_plant"
"open_hearth_process","era_8","production","Open Hearth Process","Procédé Martin-Siemens","This is a special process to burn out the impurities from pig iron and thus allow it to turn into steel.","Ce procédé spécial permet de brûler les impuretés de la fonte brute et de permettre ainsi sa transformation en acier.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=bessemer_process; unlocks=production_methods:pm_open_hearth_process"
"organized_sports","era_8","society","Organized Sports","Sports organisés","Sports aren't just for those playing them. They're a show, an expression of community, a place where a crowd can feel like they belong. The spectacle of sports matters just as much as the feats committed on the field.","Les sports ne sont pas seulement destinés à ceux qui les pratiquent. C’est un spectacle, une expression de la communauté, un lieu où la foule peut avoir un sentiment d’appartenance. Le spectacle du sport compte tout autant que les exploits réalisés sur le champ de bataille.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=nationalism; unlocks=none"
"pasteurization","era_10","production","Pasteurization","Pasteurisation","Briefly heating milk and juices eliminates disease-carrying bacteria and enzymes, making the products safer to drink and prolonging their shelf-life.","Le fait de chauffer brièvement le lait et les jus de fruits élimine les bactéries et les enzymes porteurs de maladies, ce qui rend les produits plus sûrs à boire et prolonge leur durée de conservation.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=vacuum_canning; unlocks=production_methods:pm_refrigerated_storage_building_livestock_ranch|production_methods:pm_refrigerated_storage_building_fishing_wharf|production_methods:pm_refrigerated_storage_building_whaling_station"
"paved_roads","era_10","production","Paved Roads","Routes goudronnées","Dirt roads are bumpy, uneven, and at the slightest hint of water they become horrible muddy traps for heavy vehicles. Paving roads, providing a solid surface that won't wear and tear so quickly as dirt and gravel, helps provide a nicer experience for road-users and improve the flow of freight and passenger traffic.","Les routes de terre sont cahoteuses, inégales et, au moindre signe d’eau, elles deviennent d’horribles pièges boueux pour les véhicules lourds. Le goudronnage des routes, qui offre une surface solide qui ne s’use pas aussi rapidement que la terre et le gravier, contribue à offrir une expérience plus agréable aux usagers de la route et à améliorer la circulation des marchandises et des passagers.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=professional_civil_engineering combustion_engine; unlocks=production_methods:pm_paved_road_network"
"pharmaceuticals","era_6","society","Pharmaceuticals","Produits pharmaceutiques","Standardized medicinal compounds, synthetic drugs and mass-produced antibiotics used by civilian and military healthcare systems.","Composés médicinaux standardisés, médicaments synthétiques et antibiotiques produits en masse pour les systèmes de santé civils et militaires.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/replace/1776_overrides_l_english.yml; fr=localization/french/replace/1776_overrides_l_french.yml; prerequisites=medical_degrees organized_immunization_campaigns; unlocks=none"
"philosophical_pragmatism","era_8","society","Philosophical Pragmatism","Pragmatisme philosophique","The application and actions of philosophical thought can open up whole new avenues for social and political analysis.","L’application et les actions de la pensée philosophique peuvent ouvrir de toutes nouvelles voies à l’analyse sociale et politique.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=experimental_research_laboratories; unlocks=none"
"plastics","era_10","production","Plastics","Plastique","There's a great future in plastics. They're moldable, malleable, able to be shaped and kept in any form anyone wants. Soon, it will be a plastic world.","Les plastiques ont un grand avenir. Ils sont moulables, malléables, capables d’être façonnés et conservés sous la forme que l’on souhaite. Bientôt, le monde sera fait de plastique.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=art_silk; unlocks=production_methods:pm_houseware_plastics|production_methods:pm_thermal_catalytic_cracking_refinery"
"pneumatic_tools","era_10","production","Pneumatic Tools","Outils pneumatiques","One of the greatest forces man can harness is the air itself. Pressurized air, applied correctly in pipes and pistons, can provide an astounding amount of force for industrial use.","L’une des plus grandes forces que l’homme puisse exploiter est l’air. Lorsqu’il est pressuré et mis correctement dans des tuyaux et des pistons, il peut fournir une force étonnante à des fins industrielles.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rotary_valve_engine; unlocks=none"
"political_agitation","era_10","society","Political Agitation","Agitation politique","By taking to the streets, political agitators rile people up, encouraging them to take political action at the first possible moment.","En descendant dans la rue, les agitateurs politiques encouragent les gens à entreprendre des actions politiques dès que possible.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=organized_reform_movements mass_circulation_press; unlocks=laws:law_single_party_state|laws:law_outlawed_dissent"
"power_of_the_purse","era_7","military","Power of the Purse","Pouvoir du portefeuille","Power of the Purse gives the ability to make purchases to the captains, allowing for a much more autonomous and effective fleet.","Le pouvoir du portefeuille donne aux capitaines la possibilité de faire des achats, offrant ainsi plus d’autonomie et d’efficacité à toute la flotte.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=admiralty; unlocks=none"
"pre_dreadnought_tech","era_10","military","$ship_type_pre_dreadnought$","$ship_type_pre_dreadnought$","Standardizing ship designs of battleships in order to produce a higher number of them. These ships are built from steel and powered by steam engines.","Standardisez la conception des navires de guerre afin d’en produire davantage. Ces navires sont construits à partir d’acier et sont propulsés par des machines à vapeur.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=ironclad_tech; unlocks=none"
"prospecting","era_7","production","Prospecting","Prospection","Mining gold requires first finding gold. From individuals panning for riches to industrial-scale searches, prospecting is what makes fortunes real.","Pour extraire de l’or, il faut d’abord en trouver. Qu’il s’agisse de particuliers cherchant des richesses ou de recherches à l’échelle industrielle, la prospection est ce qui permet de faire de la fortune une réalité.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=geological_surveying; unlocks=none"
"psychiatry","era_7","society","Psychiatry","Psychiatrie","The idea that mental disorders can be approached medically, and by being approached medically can be diagnosed and treated, is a new concept that opens up new worlds for the betterment of people.","L’idée que les troubles mentaux peuvent être abordés médicalement, et qu’en étant abordés médicalement, ils peuvent être diagnostiqués et traités, est un nouveau concept qui ouvre de nouvelles perspectives à l’amélioration des personnes.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=empiricism; unlocks=none"
"psychoanalysis","era_10","society","Psychoanalysis","Psychanalyse","Theories of personal mental development provide the framework for broader theories of social behavior, which can be used to help understand the collective instincts and thoughts of the population.","Les théories du développement personnel fournissent le cadre de théories plus larges du comportement social, qui peuvent être utilisées pour aider à comprendre les instincts et les pensées collectives de la population.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=clinicopathological_medicine; unlocks=none"
"pumpjacks","era_9","production","Pumpjacks","Chevalet de pompage","The trick with crude oil is getting it out of the ground in a regular, consistent flow. The pumpjack, a straightforward pump, fits the bill perfectly.","Avec le pétrole brut, l’astuce consiste à le faire sortir du sol en un flux régulier et constant. Le chevalet de pompage, une simple pompe, répond parfaitement à ce besoin.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=steam_donkey geological_surveying; unlocks=buildings:building_oil_rig|production_methods:pm_combustion_derricks|production_methods:pm_rail_transport_building_oil_rig|production_methods:pm_tanker_cars"
"quinine","era_7","society","Quinine","Quinine","Isolation of quinine allows it to be used as a most effective medicine against the harsh effects of malaria.","L’isolement de la quinine permet de l’utiliser comme un traitement très efficace contre les effets du paludisme.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=active_principle_pharmacy colonization; unlocks=buildings:building_suez_canal"
"radio","era_11","production","Radio","Radio","By using invisible 'waves' it is possible to pass information over a great distance wirelessly.","Grâce à des « ondes » invisibles, il est possible de diffuser des informations sans fil sur une grande distance.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=telephone; unlocks=production_methods:pm_radios|production_methods:radio_stations_tobacco"
"rationalism","era_7","society","Rationalism","Rationalisme","Rationalism is the philosophical doctrine that knowledge is acquired by reason without resort to experience.","Le rationalisme est la doctrine philosophique selon laquelle les connaissances sont acquises par la raison, sans recours à l’expérience.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"realism","era_7","society","Realism","Réalisme","An artistic movement seeking to portray reality accurately, avoiding romanticizing or exaggerating the subject. It often focuses on contemporary everyday life of people of varying class and profession.","Mouvement artistique cherchant à dépeindre la réalité avec précision, en évitant de romancer ou d’exagérer le sujet. Il se concentre souvent sur la vie quotidienne contemporaine de personnes issues de classes et de professions différentes.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=romanticism; unlocks=production_methods:pm_realist_art|production_methods:pm_bourgeoisie_patronage|production_methods:pm_independent_artists"
"reinforced_concrete","era_8","production","Reinforced Concrete","Béton armé","By adding steel reinforcing bars, or rebar, to concrete, structures can take advantage of steel's greater strength with only a modest increase in cost and weight.","En ajoutant des barres en acier au béton, les structures peuvent bénéficier de la robustesse de l’acier en augmentant légèrement leur coût et leur poids.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=bessemer_process portland_cement; unlocks=none"
"repeaters","era_8","military","Repeaters","Arme à répétition","The Repeater allows the firing of several cartridges in between reloading, which in turn leads to a greater rate of fire.","Une arme à répétition permet de tirer plusieurs cartouches entre deux rechargements, ce qui permet d’obtenir une meilleure cadence de tir.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rifling percussion_cap; unlocks=production_methods:pm_repeaters"
"romanticism","era_7","society","Romanticism","Romantisme","An art movement celebrating the emotional and imaginary, in contrast to the proper and rational. Depictions of nature, history and dramatic, emotionally powerful scenes are common.","Mouvement artistique célébrant l’émotionnel et l’imaginaire, par opposition au réel et au rationnel. Les représentations de la nature, mais aussi les scènes historiques, dramatiques et émotionnellement fortes sont courantes.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=institutionalized_scientific_exchange; unlocks=buildings:building_art_academy|laws:law_agrarianism|laws:law_industry_banned"
"rotary_valve_engine","era_8","production","Rotary Valve Engine","Moteur à valve rotative","A rotary valve engine is a steam engine with various additions, such as variable valve timing. These additions make it much more heat efficient than the standard steam engine. ","Un moteur à valve rotative est un moteur à vapeur avec quelques ajouts, comme la synchronisation des valves. Ces ajouts le rendent bien plus efficace sur le plan thermique que la plupart des moteurs à vapeur. ","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=watertube_boiler; unlocks=production_methods:pm_rotary_valve_engine_building_furniture_manufactory|production_methods:pm_rotary_valve_engine_building_tooling_workshop|production_methods:pm_rotary_valve_engine_building_paper_mill|production_methods:pm_rotary_valve_engine_building_steel_mill|production_methods:pm_rotary_valve_engine_building_motor_industry|production_methods:pm_rotary_valve_engine_building_arms_industry|production_methods:pm_rotary_valve_engine_building_munition_plant|production_methods:centrifugal_machine_sugar"
"rubber_mastication","era_7","production","Rubber Mastication","Mastication du caoutchouc","Natural rubber is a strange, viscous thing that needs heavy working in order to create a suitable material for industrial use.","Le caoutchouc naturel est une matière étrange et visqueuse qui doit être travaillée de manière intensive afin de créer un matériau adapté à un usage industriel.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=fractional_distillation; unlocks=buildings:building_rubber_plantation|production_methods:pm_steam_rail_transport_building_rubber_plantation"
"screw_frigate","era_7","military","Screw Frigate","Frégate à hélice","The Screw Frigate is the application of screw propeller technology to create faster ships.","La frégate à hélice est un navire doté d’une hélice pour gagner en vitesse.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=paddle_steamer; unlocks=none"
"sea_lane_strategies","era_10","military","Sea Lane Strategies","Stratégies de couloirs de navigation","By focusing naval power on controlling the sea lanes, naval dominance is much easier to achieve.","En concentrant la puissance navale sur le contrôle des voies maritimes, la domination navale est plus facile à atteindre.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=jeune_ecole; unlocks=production_methods:pm_sea_lane_strategies"
"self_propelled_torpedoes","era_8","military","Self-Propelled Torpedoes","Torpilles autopropulsées","Traditional ","Les torpilles traditionnelles comprennent les mines navales de base et les explosifs fixés aux espars immergés qui dépassent des petits navires. Les torpilles modernes sont une avancée considérable : elles sont capables de se déplacer, contrairement à une mine, et par leurs propres moyens, contrairement à une torpille à espar.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=shell_gun; unlocks=none"
"sericulture","era_7","production","Sericulture","Sériciculture","The ancient and closely guarded technique of cultivating silkworms for the production of silk.","Technique ancestrale et jalousement gardée de l’élevage de vers à soie pour la production de soie.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"shift_work","era_8","production","Shift Work","Travail posté","Rotating teams of laborers in and out of a workplace is a sound way to maintain a steady flow of production over the course of a day for much longer than could be expected from one team working extended hours.","La rotation des équipes sur un lieu de travail est un moyen efficace de maintenir un flux de production régulier au cours d’une journée, et ce bien plus longtemps que ne le ferait une seule équipe travaillant de longues heures.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=interchangeable_manufacture; unlocks=none"
"socialism","era_7","society","Socialism","Socialisme","A political ideology that encourages common social ownership of the means of production and self management by workers rather than an upper class.","Idéologie politique encourageant la propriété commune des moyens de production et l’autogestion par les ouvriers plutôt que par une classe supérieure.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=labor_movement early_socialism_cooperativism; unlocks=laws:law_state_atheism|laws:law_council_republic|laws:law_collectivized_agriculture|laws:law_graduated_taxation"
