TAG,Country,Technology_ID,Current_Status,Historical_Target,Action,Confidence,Tree_Blocker,Classification_Blocker,Reason,Source_1,Source_2
SML,Yat’siminoli,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.floridamuseum.ufl.edu/staugustine/timeline/new-arrivals/,
SML,Yat’siminoli,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.floridamuseum.ufl.edu/staugustine/timeline/new-arrivals/,
SOK,Sokoto,organized_textile_production,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SOK,Sokoto,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SOK,Sokoto,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
SOK,Sokoto,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
SOK,Sokoto,variolation_networks,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/smallpox-inoculation-in-africa/E43D8B3146D1EC4649699AD758E3B37A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/ninetenthchntury-arabic-archives-of-west-africa/3404D2151FC22A845E1670EAC277E72C
SPA,Spain,armament_standardization_inspection,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,atmospheric_engine,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,coke_smelting,,REVIEW arbitré PRESENT : capacité vapeur attestée à Carthagène; le décalage avec le PM minier est conservé comme problème d’arbre.,https://www.rtve.es/play/audios/a-hombros-de-gigantes/palabra-ingeniero-primera-maquina-vapor-espana-05-10-21/6125838/,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,commercial_insurance_markets,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,institutionalized_public_credit,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://hispania.revistas.csic.es/index.php/hispania/article/view/625,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,industrial_ceramics,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,industrial_ceramics,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/mnceramica/colecciones/seleccion-piezas/mobiliario-obj-decorativos-carrozas/cornucopias.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPA,Spain,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://facultadmedicina.usal.es/resena-historica/,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPA,Spain,military_topographic_surveying,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,organized_forestry,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.scielo.org.mx/scielo.php?pid=S0187-893X2012000200010&script=sci_arttext,https://www.sugar.org/sugar/history/
SPA,Spain,systematic_cadastral_surveying,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,systematic_cadastral_surveying,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/cultura/areas/archivos/mc/archivos/ags/destacados/2019/comprobaciones-galicia.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPA,Spain,systematic_population_registration,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,systematic_population_registration,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/cultura/areas/archivos/mc/archivos/ags/destacados/2019/comprobaciones-galicia.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPA,Spain,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,traditional_glassmaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/mnceramica/colecciones/seleccion-piezas/mobiliario-obj-decorativos-carrozas/cornucopias.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPA,Spain,traditional_papermaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,Spain,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,armament_standardization_inspection,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,atmospheric_engine,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,coke_smelting,,REVIEW arbitré PRESENT : capacité vapeur attestée à Carthagène; le décalage avec le PM minier est conservé comme problème d’arbre.,https://www.rtve.es/play/audios/a-hombros-de-gigantes/palabra-ingeniero-primera-maquina-vapor-espana-05-10-21/6125838/,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,colonization,ABSENT,PRESENT,ADD,HIGH,,,"Technologie E à contenu gameplay significatif, ADD régional conservé.",https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,commercial_insurance_markets,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,institutionalized_public_credit,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://hispania.revistas.csic.es/index.php/hispania/article/view/625,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,industrial_ceramics,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,industrial_ceramics,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/mnceramica/colecciones/seleccion-piezas/mobiliario-obj-decorativos-carrozas/cornucopias.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPC,Carlist Spain,military_topographic_surveying,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,organized_forestry,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.scielo.org.mx/scielo.php?pid=S0187-893X2012000200010&script=sci_arttext,https://www.sugar.org/sugar/history/
SPC,Carlist Spain,systematic_cadastral_surveying,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,systematic_cadastral_surveying,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/cultura/areas/archivos/mc/archivos/ags/destacados/2019/comprobaciones-galicia.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPC,Carlist Spain,systematic_population_registration,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,systematic_population_registration,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/cultura/areas/archivos/mc/archivos/ags/destacados/2019/comprobaciones-galicia.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPC,Carlist Spain,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,traditional_glassmaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cultura.gob.es/mnceramica/colecciones/seleccion-piezas/mobiliario-obj-decorativos-carrozas/cornucopias.html,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html
SPC,Carlist Spain,traditional_papermaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPC,Carlist Spain,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://ejercito.defensa.gob.es/unidades/Segovia/acart/Noticias/2019/059.html,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPU,South Peru,light_infantry_tactics,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,regulated_small_arms,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
SPU,South Peru,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,institutionalized_scientific_exchange,medical_degrees,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://medicina.unmsm.edu.pe/resena-historica/,https://whc.unesco.org/en/list/420
SPU,South Peru,standardized_field_artillery,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,regulated_small_arms,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
SPU,South Peru,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://whc.unesco.org/en/list/420,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/latin-america-17001870/C8AEB15FB4841B919B5827F7847FC0CF
SPU,South Peru,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
SRK,Surakarta,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18
SRK,Surakarta,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18
SRK,Surakarta,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18
SRK,Surakarta,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18
SRK,Surakarta,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18
SRR,Serer,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SRR,Serer,organized_textile_production,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SRR,Serer,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
SRR,Serer,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
SSU,Susu,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SSU,Susu,organized_textile_production,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
SSU,Susu,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
SSU,Susu,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
STG,Sintang,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
STG,Sintang,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
STG,Sintang,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf
SUL,Sulu,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696
SUL,Sulu,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696
SUL,Sulu,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696
SUR,Surguja,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
SUR,Surguja,organized_textile_production,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/trading-world-of-asia-and-the-english-east-india-company/company-and-the-indian-textile-industry/E9EB1D6724C3227D2343EAD0B0B34BAC,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
SUR,Surguja,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
SUR,Surguja,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
SUR,Surguja,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
SUR,Surguja,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
SWE,Sweden,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,armament_standardization_inspection,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.artillerimuseet.se/sv-SE/english-deutsch/english/history-of-artillery-45539508,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection
SWE,Sweden,commercial_insurance_markets,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://sok.riksarkivet.se/sbl/Artikel/14868,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/
SWE,Sweden,constitutional_government,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,constitutional_government,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/from-things-and-assemblies-to-the-riksdag-of-today/,https://www.riksdagen.se/en/how-the-riksdag-works/the-history-of-the-riksdag/the-instrument-of-government-50-years/
SWE,Sweden,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.su.se/download/18.1f09f4df19a7bbe0dfd66576/1764759571904/uj_summary.html,https://www.kva.se/en/about-us/history/
SWE,Sweden,industrial_ceramics,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,industrial_ceramics,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://rorstrand.com/pages/our-history,https://www.kva.se/en/about-us/history/
SWE,Sweden,institutionalized_public_credit,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.riksbank.se/en-gb/about-the-riksbank/history/historical-timeline/1600-1699/sveriges-riksbank-is-founded/,https://www.kva.se/en/about-us/history/
SWE,Sweden,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.uu.se/en/about-uu/history/summary,https://www.kva.se/en/about-us/history/
SWE,Sweden,military_topographic_surveying,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.lantmateriet.se/sv/kartor/vara-karttjanster/Historiska-kartor/Arkiven-som-ingar/Lantmateristyrelsens-arkiv---LMS/
