TAG,Country,Region,Technology,Decision_Type,Triggering_Children,Parent_Gameplay_Content,Collateral_Unlocks,Collateral_Unlock_Cost,Historical_Abstraction_Fit,Final_Decision,Final_Reason,Architecture_Change_Required
RYU,Ryukyu,EAST_ASIA_SE_ASIA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying,HIGH,MEDIUM,REDEFINE_PARENT,"state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SAF,South Africa,AFRICA,organized_military_establishments,GAMEPLAY_ABSTRACTION,scientific_fortification_siegecraft,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;standardized_field_artillery,HIGH,HIGH,REDEFINE_PARENT,scientific_fortification_siegecraft est compatible avec une capacité militaire générale seulement si le tronc ne donne ni caserne ni appareil permanent complet.,"Redéfinir organized_military_establishments comme fondations générales d'organisation militaire, tronc structurel pur; laisser la caserne et les contenus aux spécialisations existantes."
SAF,South Africa,AFRICA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying,HIGH,MEDIUM,REDEFINE_PARENT,"state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SAK,Siak,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SAR,Sardinia-Piedmont,CENTRAL_EUROPE_GERMAN_ITALY,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: aucune branche sœur supplémentaire,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SAR,Sardinia-Piedmont,CENTRAL_EUROPE_GERMAN_ITALY,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SAX,Saxony,CENTRAL_EUROPE_GERMAN_ITALY,organized_financial_institutions,GAMEPLAY_ABSTRACTION,institutionalized_public_credit,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: commercial_insurance_markets;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"institutionalized_public_credit implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SAX,Saxony,CENTRAL_EUROPE_GERMAN_ITALY,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SC1,Nueva España,AMERICAS_CARIBBEAN,codified_practical_knowledge,STRUCTURAL_REQUIRED,medical_degrees,Aucun contenu direct; tronc de formalisation et transmission des savoirs,Contenu direct: Aucun contenu direct; tronc de formalisation et transmission des savoirs | Branches désormais accessibles: organized_elementary_schooling;political_economy;systematic_cadastral_surveying;systematic_legal_codification,LOW,HIGH,ACCEPT_GAMEPLAY_ABSTRACTION,"medical_degrees repose raisonnablement sur la conservation, la formalisation et la transmission de savoirs pratiques.",Conserver le tronc pur; ne pas réintroduire la presse périodique ni l'échange scientifique comme parents obligatoires.
SC1,Nueva España,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SC2,Nueva Granada,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,HIGH,HIGH,REDEFINE_PARENT,light_infantry_tactics;permanent_engineer_services est compatible avec une capacité militaire générale seulement si le tronc ne donne ni caserne ni appareil permanent complet.,"Redéfinir organized_military_establishments comme fondations générales d'organisation militaire, tronc structurel pur; laisser la caserne et les contenus aux spécialisations existantes."
SC2,Nueva Granada,AMERICAS_CARIBBEAN,shaft_mining,STRUCTURAL_REQUIRED,applied_mineralogy,building_coal_mine;building_copper_mine;building_iron_mine;building_lead_mine;building_limestone_quarry;building_salt_mine;building_sulfur_mine,Contenu direct: building_coal_mine;building_copper_mine;building_iron_mine;building_lead_mine;building_limestone_quarry;building_salt_mine;building_sulfur_mine | Branches désormais accessibles: atmospheric_engine;coke_smelting;deep_mine_engineering,UNACCEPTABLE,LOW,REMOVE_EDGE,applied_mineralogy n'implique pas la maîtrise générale des sept filières minières débloquées par shaft_mining.,Retirer l'arête applied_mineralogy -> shaft_mining; applied_mineralogy reste une racine spécialisée non isolée.
SC3,Perú,AMERICAS_CARIBBEAN,codified_practical_knowledge,STRUCTURAL_REQUIRED,medical_degrees,Aucun contenu direct; tronc de formalisation et transmission des savoirs,Contenu direct: Aucun contenu direct; tronc de formalisation et transmission des savoirs | Branches désormais accessibles: organized_elementary_schooling;political_economy;systematic_cadastral_surveying;systematic_legal_codification,LOW,HIGH,ACCEPT_GAMEPLAY_ABSTRACTION,"medical_degrees repose raisonnablement sur la conservation, la formalisation et la transmission de savoirs pratiques.",Conserver le tronc pur; ne pas réintroduire la presse périodique ni l'échange scientifique comme parents obligatoires.
SC3,Perú,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SC4,Río de la Plata,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,HIGH,MEDIUM,REDEFINE_PARENT,light_infantry_tactics est compatible avec une capacité militaire générale seulement si le tronc ne donne ni caserne ni appareil permanent complet.,"Redéfinir organized_military_establishments comme fondations générales d'organisation militaire, tronc structurel pur; laisser la caserne et les contenus aux spécialisations existantes."
SEL,Selangor,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SEQ,Indian Territory,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,HIGH,MEDIUM,REDEFINE_PARENT,light_infantry_tactics est compatible avec une capacité militaire générale seulement si le tronc ne donne ni caserne ni appareil permanent complet.,"Redéfinir organized_military_establishments comme fondations générales d'organisation militaire, tronc structurel pur; laisser la caserne et les contenus aux spécialisations existantes."
SER,Serbia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;regulated_small_arms,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;scientific_fortification_siegecraft;standardized_field_artillery,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;regulated_small_arms; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SHS,Shan,EAST_ASIA_SE_ASIA,organized_workshops,STRUCTURAL_REQUIRED,traditional_papermaking,building_furniture_manufactory;building_tooling_workshop,Contenu direct: building_furniture_manufactory;building_tooling_workshop | Branches désormais accessibles: coke_smelting;industrial_acids;precision_boring;traditional_glassmaking,UNACCEPTABLE,LOW,REMOVE_EDGE,traditional_papermaking ne justifie pas d'accorder simultanément les manufactures de meubles et d'outils.,"Retirer les arêtes vers traditional_papermaking, traditional_glassmaking et industrial_acids; conserver organized_workshops pour furniture/tooling et precision_boring."
SHS,Shan,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SIA,Siam,EAST_ASIA_SE_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SIA,Siam,EAST_ASIA_SE_ASIA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying,HIGH,MEDIUM,REDEFINE_PARENT,"state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SIC,Two Sicilies,CENTRAL_EUROPE_GERMAN_ITALY,organized_financial_institutions,GAMEPLAY_ABSTRACTION,institutionalized_public_credit,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: commercial_insurance_markets;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"institutionalized_public_credit implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SIC,Two Sicilies,CENTRAL_EUROPE_GERMAN_ITALY,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: aucune branche sœur supplémentaire,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SIC,Two Sicilies,CENTRAL_EUROPE_GERMAN_ITALY,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SIN,Sindh,SOUTH_ASIA,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: institutionalized_public_credit;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SMB,Sambas,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SPA,Spain,WESTERN_EUROPE,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: institutionalized_public_credit;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SPA,Spain,WESTERN_EUROPE,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SPA,Spain,WESTERN_EUROPE,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SPC,Carlist Spain,WESTERN_EUROPE,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: institutionalized_public_credit;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SPC,Carlist Spain,WESTERN_EUROPE,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SPC,Carlist Spain,WESTERN_EUROPE,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
SPU,South Peru,AMERICAS_CARIBBEAN,codified_practical_knowledge,STRUCTURAL_REQUIRED,medical_degrees,Aucun contenu direct; tronc de formalisation et transmission des savoirs,Contenu direct: Aucun contenu direct; tronc de formalisation et transmission des savoirs | Branches désormais accessibles: organized_elementary_schooling;political_economy;systematic_cadastral_surveying;systematic_legal_codification,LOW,HIGH,ACCEPT_GAMEPLAY_ABSTRACTION,"medical_degrees repose raisonnablement sur la conservation, la formalisation et la transmission de savoirs pratiques.",Conserver le tronc pur; ne pas réintroduire la presse périodique ni l'échange scientifique comme parents obligatoires.
SPU,South Peru,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
STG,Sintang,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SUL,Sulu,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
SWE,Sweden,NORTHERN_EASTERN_EUROPE,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets;institutionalized_public_credit,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets;institutionalized_public_credit implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
SWE,Sweden,NORTHERN_EASTERN_EUROPE,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: aucune branche sœur supplémentaire,MEDIUM,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
SWE,Sweden,NORTHERN_EASTERN_EUROPE,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: aucune branche sœur supplémentaire,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
TEX,Texas,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
TIB,Tibet,EAST_ASIA_SE_ASIA,organized_workshops,STRUCTURAL_REQUIRED,traditional_papermaking,building_furniture_manufactory;building_tooling_workshop,Contenu direct: building_furniture_manufactory;building_tooling_workshop | Branches désormais accessibles: coke_smelting;industrial_acids;precision_boring;traditional_glassmaking,UNACCEPTABLE,LOW,REMOVE_EDGE,traditional_papermaking ne justifie pas d'accorder simultanément les manufactures de meubles et d'outils.,"Retirer les arêtes vers traditional_papermaking, traditional_glassmaking et industrial_acids; conserver organized_workshops pour furniture/tooling et precision_boring."
TID,Tidore,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
TIP,Tipperah,SOUTH_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,sugar_refining,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;distillation,LOW,HIGH,ACCEPT,sugar_refining suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
TNG,Tonga,OCEANIA_PACIFIC,organized_naval_establishments,GAMEPLAY_ABSTRACTION,scientific_naval_architecture,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;ship_classification_surveying;state_dockyard_systems,HIGH,MEDIUM,REDEFINE_PARENT,"scientific_naval_architecture prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
TRA,Travancore,SOUTH_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
