TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Synthesis_Action,Synthesis_Note,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2,Research_Source
STG,Sintang,Southeast Asia,Borneo — Sintang,tier_4,REVIEW_TIER,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry","Des extractions minières existent dans plusieurs parties de la région, mais le nœud débloque simultanément charbon, cuivre, fer, plomb, sel, soufre, etc. Les preuves disponibles ne suffisent pas à transformer une extraction locale/alluviale en capacité générale de shaft mining.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
STG,Sintang,Southeast Asia,Borneo — Sintang,tier_4,REVIEW_TIER,,standardized_field_artillery,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,Prerequisites represented in current/recommended setup.,Unlocks: PM:pm_cannons,"Des canons peuvent être présents, mais les preuves ne montrent pas une artillerie de campagne standardisée correspondant au nœud. Le tier générique confond possession d'artillerie et système de field artillery.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
STG,Sintang,Southeast Asia,Borneo — Sintang,tier_4,REVIEW_TIER,,systematic_administrative_statistics,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","Une administration existe, mais l'échelle et la systématicité des statistiques nécessaires au nœud sont insuffisamment documentées pour ce TAG.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
STG,Sintang,Southeast Asia,Borneo — Sintang,tier_4,REVIEW_TIER,,urbanization,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center","La présence de villes de cour, ports ou centres marchands justifie le socle urbain; le nœud est une abstraction de construction/urban center, pas un taux d'urbanisation européen.",https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,https://assets.cambridge.org/97805216/63700/excerpt/9780521663700_excerpt.pdf,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,Missing/partial parent chain may include institutionalized_scientific_exchange and periodical_print_networks. Treat as tree abstraction where local knowledge transmission followed different institutions; do not auto-grant parents.,"No major direct unlock; interpret node semantically, not just by name.","Des corpus administratifs, juridiques, techniques ou savants codifiés existent. Le nœud est une abstraction; ses prérequis de l'arbre ne décrivent pas littéralement les voies locales de transmission du savoir.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,distillation,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations",La distillation et les préparations alimentaires associées sont des techniques artisanales anciennes; aucun élément ne suggère que le nœud doive être retiré en 1776.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry",Les systèmes agricoles/élevages locaux sont pleinement établis. Le nœud sert ici de socle agricole abstrait et ne doit pas être interprété comme adoption des techniques européennes du XVIIIe siècle.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"No major direct unlock; interpret node semantically, not just by name.","Réseaux tributaires, diplomatiques ou commerciaux inter-polités sont structurants dans cette région; le nœud est justifié sans supposer un ministère des affaires étrangères moderne.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,light_infantry_tactics,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisites represented in current/recommended setup.,Modifier: yes: unit_experience_gain_mult,"Le combat à pied et l'usage d'armes à feu sont établis, mais la correspondance exacte avec un nœud 'Light Infantry Tactics' institutionnalisé reste incertaine.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill",Le tissage et la production textile artisanale/proto-industrielle sont établis dans la région; le nœud n'implique pas la mécanisation britannique.,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,regulated_small_arms,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Missing parent(s): scientific_fortification_siegecraft. Do not add automatically; resolve by historical justification or tree abstraction.,"Unlocks: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry","Les armes à feu sont bien connues en Asie du Sud-Est, parfois produites localement, mais le nœud représente une capacité organisée d'armes/fonderie. Pour ce TAG, les preuves disponibles sont insuffisantes pour conclure à une implantation générale en 1776.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry","Des extractions minières existent dans plusieurs parties de la région, mais le nœud débloque simultanément charbon, cuivre, fer, plomb, sel, soufre, etc. Les preuves disponibles ne suffisent pas à transformer une extraction locale/alluviale en capacité générale de shaft mining.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,standardized_field_artillery,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisites represented in current/recommended setup.,Unlocks: PM:pm_cannons,"L'artillerie est historiquement pertinente, parfois importante, mais l'adjectif 'standardized' et le PM de canons demandent une preuve plus forte que la simple présence de pièces.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/asian-military-revolution/southeast-asia/223876F2B9DF02FF675FD99275E04957,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","Les mécanismes fiscaux et administratifs de la cour/polité rendent le nœud plausible comme abstraction, avec une couverture souvent inégale.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUL,Sulu,Southeast Asia,Sulu Archipelago,tier_4,REVIEW_TIER,,urbanization,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center","La présence de villes de cour, ports ou centres marchands justifie le socle urbain; le nœud est une abstraction de construction/urban center, pas un taux d'urbanisation européen.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/84EFF842726212C9A430E41FDC1B94CC/S0022463400009322a.pdf/slave_markets_and_exchange_in_the_malay_world_the_sulu_sultanate_17701878.pdf,https://www.cambridge.org/core/books/pirates-of-empire/sulu-sea/F532960AFF94E3D63209FA2A970F0696,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,Do not auto-add institutionalized_scientific_exchange or periodical_print_networks; the tree compresses different knowledge traditions.,"Abstract knowledge-codification node. Missing scientific/periodical parents should not be auto-granted where manuscript, court and artisanal knowledge systems suffice historically.","Court, revenue, legal and artisanal knowledge systems justify the abstract node without implying the European print/scientific institutions used as its game-tree parents.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Pot-still and food-preparation methods; broadly compatible with established distillation traditions.,Traditional distillation and processed-food practices are compatible with this low-level production node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Broad agricultural/livestock improvement node; interpreted generously for established intensive agrarian systems.,Established agrarian systems make the broad husbandry node plausible; this is not a claim of European agricultural-revolution techniques.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Abstract state diplomatic capacity, not a claim of European-style foreign ministry.","The polity participated in regional diplomacy, tribute, alliance, warfare or long-distance political-commercial relations; the node is treated as an abstract diplomatic capacity.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Represents an emergent standardized light-infantry tactical system; modifier to unit experience gain.,The generic tier projects standardized light-infantry doctrine too broadly; local forces could be effective without this specific frontier system.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks textile mill/craftsman sewing; compatible with large proto-industrial hand production.,"South Asian cotton, silk, wool and mixed textile production was deeply developed and often proto-industrial; the node is appropriate so long as it is not read as mechanized spinning/weaving.",https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,"scientific_fortification_siegecraft is the game parent; assess it historically, not as an automatic prerequisite repair.","Unlocks the arms industry and artillery foundry; requires a regulated/organized arms-production capability, not merely possession of firearms.",Possession of matchlocks or artillery is not enough to establish the regulated arms-industry capability represented by this node in 1776.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,,Unlocks the game mine suite; requires organized deep/shaft extraction beyond generic quarrying or artisanal mining.,"Local quarrying, salt, gems or artisanal extraction do not by themselves justify the broad organized shaft-mining system unlocked by this node.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Unlocks cannon field-artillery PM; stronger claim than simply owning guns.,Owning cannon or siege guns does not establish the standardized field-artillery organization implied by this frontier node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REVIEW,LOW,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks government administration/tax capacity; treated as an abstraction for durable revenue-record bureaucracies, not modern statistical offices.","Some court/revenue administration existed, but evidence is insufficient to equate it confidently with the durable tax-record bureaucracy represented by this gameplay node.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SUR,Surguja,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,REVIEW,LOW,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks construction sector and urban centre; interpreted as meaningful court/market urbanism, not population density alone.","Court or market centres existed, but the game node also unlocks a construction-sector/urban-centre system; local equivalence at start is uncertain.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,applied_mineralogy,ABSENT,ADD,HIGH,SECTORAL,ADD,Regional recommendation accepted.,Prerequisites historically justified/recommended: shaft_mining.,"Unlocks: bâtiment:building_gold_field, bâtiment:building_gold_mine, bâtiment:building_phosphate_mine; Modifier: no","Le Bergskollegium possède laboratoire chimique, chambre d’essai et administration des mines; la minéralogie appliquée est sectoriellement très forte.",https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,armament_standardization_inspection,ABSENT,REVIEW,MEDIUM,SECTORAL,LEAVE_ABSENT_CONSERVATIVE,REVIEW resolved conservatively: do not add a currently absent technology.,"Prerequisites historically justified/recommended: regulated_small_arms, standardized_field_artillery.",Unlocks: —; Modifier: no,"La centralisation de l’artillerie et des établissements militaires rend plausible une standardisation/inspection, mais les preuves disponibles ici ne documentent pas assez précisément un système national de contrôle comparable au nœud.",https://www.artillerimuseet.se/sv-SE/english-deutsch/english/history-of-artillery-45539508,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,codified_practical_knowledge,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,"Prerequisites historically justified/recommended: institutionalized_scientific_exchange, periodical_print_networks.",Unlocks: —; Modifier: no,"Savoirs administratifs et pratiques codifiés plausibles, mais la chaîne de prérequis doit être historiquement vérifiée plutôt que complétée mécaniquement.",https://www.kva.se/en/about-us/history/,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,colonization,EXPLICIT,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,Prerequisites historically justified/recommended: international_relations.,"Unlocks: bâtiment:building_suez_canal, loi:law_colonial_exploitation, loi:law_colonial_resettlement, loi:law_extraction_economy, loi:law_frontier_colonization; Modifier: yes: country_infamy_generation_against_unrecognized_mult, country_institution_colonial_affairs_max_investment_add","Le gameplay du nœud implique un appareil colonial actif. Au 1er janvier 1776 la Suède ne possède pas encore Saint-Barthélemy (acquise en 1784); les projets coloniaux de 1776 sont des projets, pas une capacité coloniale établie.",https://sok.riksarkivet.se/sbl/Presentation.aspx?forceOrdinarySite=true&id=8240,https://www.kva.se/en/about-us/history/,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,distillation,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,No direct prerequisite.,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations; Modifier: no",La distillation est une technique préindustrielle établie; aucun indice ne justifie de retirer ce socle à Sweden.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,enclosed_dock_systems,ABSENT,ADD,HIGH,ESTABLISHED,ADD,Regional recommendation accepted.,No direct prerequisite.,Unlocks: bâtiment:building_port; Modifier: no,La marine suédoise dispose d’infrastructures navales permanentes; ce parent est cohérent avec les chantiers et bases de la flotte.,https://www.sjohistoriska.se/en/explore/collections/archives/ritningar/fredrik-henrik-af-chapman,https://www.artillerimuseet.se/sv-SE/english-deutsch/english/history-of-artillery-45539508,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,No direct prerequisite.,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry; Modifier: no","Le nœud représente un socle agricole/élevage amélioré, compatible avec les pratiques établies de Sweden en 1776.",https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,https://www.kva.se/en/about-us/history/,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,institutionalized_scientific_exchange,ABSENT,ADD,HIGH,ESTABLISHED,ADD,Regional recommendation accepted.,No direct prerequisite.,"Unlocks: loi:law_freedom_of_conscience; Modifier: yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, country_tech_spread_mult","L’Académie royale des sciences existe depuis 1739, publie et diffuse activement les connaissances utiles.",https://www.kva.se/en/about-us/history/,https://www.nrm.se/engelska/in-english/collections/geological-collections---minerals/history-of-our-collections/the-bergskollegium-collection,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
SWE,Sweden,Northern Europe,Sweden,tier_4,KEEP_TIER,tier_4,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,No direct prerequisite.,Unlocks: —; Modifier: no,Capacité diplomatique et relations extérieures institutionnalisées établies en 1776.,https://www.kva.se/en/about-us/history/,https://www.scb.se/en/About-us/main-activity/history-of-statistics-sweden/?menu=open,TECH_START_1776_NORTHERN_EASTERN_EUROPE_MATRIX.csv
